stn;time;gre000m0;prestam0;sre000m0;hto000m0;nto000m0;ure200m0;rre150m0;tre200m0;tre200mn;tre200mx
SIA;192302;-;807.6;-;-;59;70.2;15.2;-5.2;-17.5;-
SIA;192303;-;813.8;-;-;50;70.4;15.7;-4.1;-17.0;-
SIA;192304;-;809.2;-;-;71;77.6;72.1;0.4;-8.5;-
SIA;192305;-;817.6;-;-;56;70.5;109.0;5.3;-6.5;-
SIA;192306;-;818.1;-;-;63;65.6;62.3;6.5;-6.0;-
SIA;192307;-;824.4;-;-;42;69.9;73.8;13.1;0.6;-
SIA;192308;-;821.6;-;-;32;65.4;97.0;12.1;0.5;-
SIA;192309;-;821.9;-;-;52;76.5;83.5;6.9;-4.5;-
SIA;192310;-;817.3;-;-;61;79.2;142.9;4.2;-6.2;-
SIA;192311;-;810.4;-;-;68;79.8;132.0;-1.9;-16.3;-
SIA;192312;-;809.7;-;-;64;76.0;92.9;-7.6;-18.0;-
SIA;192401;-;813.6;-;-;42;70.4;35.7;-9.1;-21.5;-
SIA;192402;-;807.0;-;-;40;67.8;29.5;-9.3;-;-
SIA;192403;-;810.6;-;-;56;73.1;45.0;-4.0;-18.5;-
SIA;192404;-;811.4;-;-;64;66.8;68.7;1.0;-10.0;-
SIA;192405;-;818.8;-;-;55;69.3;125.4;7.4;-3.0;-
SIA;192406;-;819.1;-;-;62;68.7;136.0;9.9;-7.8;-
SIA;192407;-;820.1;-;-;53;68.4;94.8;11.9;0.5;-
SIA;192408;-;817.9;-;-;65;73.3;165.3;8.6;-0.5;-
SIA;192409;-;819.5;-;-;51;78.0;160.9;7.9;-2.5;-
SIA;192410;-;818.9;-;-;45;82.0;44.5;2.7;-4.5;-
SIA;192411;-;818.5;-;-;44;75.1;5.6;-1.9;-14.0;-
SIA;192412;-;818.8;-;-;37;76.8;64.2;-6.9;-16.5;-
SIA;192501;-;825.2;-;-;40;72.0;15.6;-6.6;-16.4;-
SIA;192502;-;811.5;-;-;52;75.4;151.2;-6.2;-18.0;-
SIA;192503;-;810.5;-;-;59;69.2;46.7;-6.6;-22.5;-
SIA;192504;-;811.5;-;-;68;73.6;70.7;0.1;-9.0;-
SIA;192505;-;815.2;-;-;62;72.1;53.5;5.0;-8.5;-
SIA;192506;-;818.5;-;-;51;61.8;24.6;10.6;0.5;-
SIA;192507;-;-;-;-;70;74.2;140.8;10.8;2.5;-
SIA;192508;-;820.7;-;-;48;70.8;110.8;10.5;-;-
SIA;192509;-;818.5;-;-;62;74.2;81.1;5.5;-4.2;-
SIA;192510;-;817.8;-;-;-;76.4;58.7;3.8;-7.0;-
SIA;192511;-;810.7;-;-;65;77.2;59.7;-3.6;-16.5;-
SIA;192512;-;-;-;-;45;74.8;60.2;-8.2;-21.0;-
SIA;192601;-;812.8;-;-;52;70.1;42.0;-8.5;-26.4;-
SIA;192602;-;815.3;-;-;55;75.6;113.7;-3.0;-15.0;-
SIA;192603;-;813.8;-;-;63;73.7;65.0;-2.2;-12.5;-
SIA;192604;-;815.4;-;-;56;72.3;135.9;0.4;-8.8;-
SIA;192605;-;812.9;-;-;74;71.2;193.3;3.6;-10.0;-
SIA;192606;-;816.2;-;-;67;69.0;120.3;7.0;-1.5;-
SIA;192607;-;819.3;-;-;64;67.8;41.4;10.8;0.8;-
SIA;192608;-;826.3;-;-;45;66.4;54.2;11.1;1.5;-
SIA;192609;-;823.8;-;-;50;71.6;52.7;9.6;0.3;-
SIA;192610;-;818.4;-;-;60;78.6;262.4;3.6;-10.5;-
SIA;192611;-;814.4;-;-;69;84.6;230.6;0.2;-13.6;-
SIA;192612;-;816.2;-;-;48;71.3;11.8;-6.5;-18.5;-
SIA;192701;-;813.7;-;-;62;70.5;99.7;-6.9;-19.5;-
SIA;192702;-;817.3;-;-;40;66.9;36.0;-7.7;-20.0;-
SIA;192703;-;811.3;-;-;55;68.8;119.4;-4.0;-15.6;-
SIA;192704;-;813.7;-;-;58;64.4;71.7;1.4;-10.6;-
SIA;192705;-;817.8;-;-;63;69.1;25.8;6.3;-4.5;-
SIA;192706;-;819.5;-;-;59;71.0;136.3;9.6;-3.5;-
SIA;192707;-;819.4;-;-;55;73.3;107.8;11.4;2.0;-
SIA;192708;-;820.6;-;-;52;71.3;182.2;10.8;-1.0;-
SIA;192709;-;817.5;-;-;73;78.3;181.8;8.0;-3.5;-
SIA;192710;-;819.5;-;-;37;75.9;36.9;2.7;-8.0;-
SIA;192711;-;819.8;-;-;64;83.8;184.1;-1.2;-19.0;-
SIA;192712;-;-;-;-;61;82.6;29.8;-5.9;-24.0;-
SIA;192801;-;816.0;-;-;48;75.1;48.0;-7.5;-23.0;-
SIA;192802;-;819.1;-;-;37;65.8;30.7;-6.3;-20.5;-
SIA;192803;-;810.7;-;-;76;79.0;75.6;-2.9;-17.0;-
SIA;192804;-;810.5;-;-;63;73.9;117.6;0.5;-7.5;-
SIA;192805;-;812.1;-;-;65;68.9;123.4;3.0;-9.5;-
SIA;192806;-;820.3;-;-;52;68.4;58.0;9.5;-2.5;-
SIA;192807;-;824.9;-;-;42;65.3;55.1;13.8;-8.5;-
SIA;192808;-;822.1;-;-;45;69.7;188.6;12.7;1.0;-
SIA;192809;-;820.0;-;-;68;77.1;47.0;7.8;-4.5;-
SIA;192810;-;817.4;-;-;55;79.0;167.1;2.8;-10.5;-
SIA;192811;-;811.7;-;-;70;78.9;96.1;-1.8;-16.0;-
SIA;192812;-;812.8;-;-;52;73.4;18.1;-7.4;-19.0;-
SIA;192901;-;811.9;-;-;39;68.1;9.5;-12.0;-23.0;-
SIA;192902;-;807.3;-;-;35;66.2;3.8;-11.9;-26.0;-
SIA;192903;-;819.5;-;-;25;64.2;0.6;-3.5;-19.5;-
SIA;192904;-;810.3;-;-;63;66.6;77.0;-1.3;-13.5;-
SIA;192905;-;816.8;-;-;64;73.0;39.4;6.0;-4.0;-
SIA;192906;-;820.0;-;-;61;66.9;102.0;11.0;-5.5;-
SIA;192907;-;-;-;-;48;65.2;75.6;12.5;-7.5;-
SIA;192908;-;821.8;-;-;59;76.3;194.7;11.1;3.0;-
SIA;192909;-;823.9;-;-;43;73.2;20.1;9.4;-;-
SIA;192910;-;816.1;-;-;64;77.5;79.3;3.1;-9.0;-
SIA;192911;-;-;-;-;60;80.2;55.9;-2.9;-14.0;-
SIA;192912;-;814.9;-;-;62;78.1;80.5;-5.1;-20.0;-
SIA;193001;-;-;-;-;-;-;18.6;-5.3;-;-
SIA;193002;-;811.1;-;-;44;71.7;19.5;-9.3;-18.5;-
SIA;193003;-;813.2;-;-;55;70.2;74.1;-3.4;-17.0;-
SIA;193004;-;807.6;-;-;70;73.6;91.4;0.8;-7.5;-
SIA;193005;-;815.3;-;-;78;70.8;66.8;4.4;-3.0;-
SIA;193006;-;820.4;-;-;63;74.4;52.1;11.0;4.0;-
SIA;193007;-;817.5;-;-;53;68.2;118.8;10.7;3.0;-
SIA;193008;-;821.6;-;-;51;72.6;114.8;10.3;1.0;-
SIA;193009;-;819.4;-;-;63;76.9;92.2;8.0;0.0;-
SIA;193010;-;816.6;-;-;55;70.2;37.4;2.3;-;-
SIA;193011;-;816.8;-;-;61;68.2;47.1;0.2;-;-
SIA;193012;-;811.9;-;-;46;72.9;31.3;-6.2;-;-
SIA;193101;-;809.8;-;-;48;70.8;49.5;-8.9;-;-
SIA;193102;-;807.3;-;-;56;67.0;126.9;-8.7;-22.0;-
SIA;193103;-;809.5;-;-;52;67.8;39.9;-4.7;-23.5;-
SIA;193104;-;811.1;-;-;63;67.1;57.5;-0.4;-14.0;-
SIA;193105;-;-;-;-;-;66.3;147.0;6.7;-5.5;-
SIA;193106;-;822.3;-;-;52;69.2;105.4;11.8;3.5;-
SIA;193107;-;-;-;-;48;66.9;180.1;11.2;-;-
SIA;193108;-;817.9;-;-;-;77.1;180.8;9.7;-1.5;-
SIA;193109;-;817.8;-;-;52;70.5;99.6;4.2;-6.5;-
SIA;193110;-;-;-;-;41;69.9;73.1;2.7;-7.3;-
SIA;193111;-;815.6;-;-;-;83.3;100.3;-0.7;-8.0;-
SIA;193112;-;817.7;-;-;29;64.5;23.0;-8.1;-20.3;-
SIA;193201;-;823.4;-;-;33;68.2;26.8;-6.4;-20.1;-
SIA;193202;-;813.8;-;-;-;61.1;4.8;-10.9;-25.2;-
SIA;193203;-;810.5;-;-;54;65.7;26.0;-5.1;-18.3;-
SIA;193204;-;810.0;-;-;72;71.7;92.5;-1.8;-17.6;-
SIA;193205;-;814.7;-;-;62;70.0;140.9;4.4;-;-
SIA;193206;-;818.1;-;-;62;71.4;112.7;8.5;-1.5;-
SIA;193207;-;818.2;-;-;64;76.2;115.9;11.1;1.0;-
SIA;193208;-;824.6;-;-;39;64.8;51.6;12.9;0.2;-
SIA;193209;-;821.0;-;-;58;82.6;120.0;10.7;1.6;-
SIA;193210;-;813.2;-;-;59;80.2;107.7;1.7;-10.0;-
SIA;193211;-;818.2;-;-;48;79.1;24.8;-1.7;-12.6;-
SIA;193212;-;820.3;-;-;46;83.8;24.9;-5.6;-18.6;-
SIA;193301;-;813.8;-;-;53;78.6;43.8;-9.9;-20.9;-
SIA;193302;-;810.6;-;-;52;66.4;15.6;-7.3;-21.0;-
SIA;193303;-;815.5;-;-;44;73.0;52.1;-3.7;-17.4;-
SIA;193304;-;815.5;-;-;59;66.9;30.1;1.3;-10.2;-
SIA;193305;-;814.6;-;-;75;65.5;100.1;4.6;-5.6;-
SIA;193306;-;-;-;-;71;66.6;153.7;7.1;-2.4;-
SIA;193307;-;823.1;-;-;41;63.9;112.2;11.9;-;-
SIA;193308;-;822.5;-;-;38;64.5;79.2;11.5;-;-
SIA;193309;-;821.0;-;-;64;78.6;73.9;7.8;-;-
SIA;193310;-;816.2;-;-;51;80.4;206.4;1.9;-;-
SIA;193311;-;809.0;-;-;75;79.9;114.1;-3.8;-14.4;-
SIA;193312;-;809.5;-;-;40;78.0;25.4;-8.9;-21.0;-
SIA;193401;-;817.7;-;-;45;71.7;10.1;-8.9;-18.9;-
SIA;193402;-;819.2;-;-;23;63.2;36.3;-6.3;-20.7;-
SIA;193403;-;-;-;-;69;76.1;141.3;-3.4;-18.0;-
SIA;193404;-;-;-;-;61;77.7;107.5;1.9;-8.4;-
SIA;193405;-;818.6;-;-;55;65.0;61.9;7.8;-1.5;-
SIA;193406;-;818.4;-;-;55;64.0;117.8;9.3;-0.4;-
SIA;193407;-;820.3;-;-;42;58.5;108.2;12.3;3.6;-
SIA;193408;-;818.0;-;-;65;76.9;222.0;9.8;-0.7;-
SIA;193409;-;822.5;-;-;32;74.1;33.7;8.4;-0.6;-
SIA;193410;-;818.7;-;-;41;67.4;50.0;2.0;-7.7;-
SIA;193411;-;-;-;-;48;76.4;194.4;-3.7;-13.0;-
SIA;193412;-;811.8;-;-;62;79.1;46.7;-3.9;-14.6;-
SIA;193501;-;811.4;-;-;41;67.0;19.3;-10.1;-20.3;-
SIA;193502;-;807.9;-;-;69;67.2;108.8;-5.9;-22.4;-
SIA;193503;-;-;-;-;40;61.7;5.1;-5.8;-25.1;-
SIA;193504;-;810.8;-;-;66;65.9;73.9;-0.4;-15.2;-
SIA;193505;-;814.6;-;-;69;69.2;129.6;2.8;-10.5;-
SIA;193506;-;-;-;-;41;56.8;48.5;11.3;0.0;-
SIA;193507;-;-;-;-;37;56.7;100.2;11.5;1.3;-
SIA;193508;-;819.7;-;-;55;72.2;159.0;9.7;0.4;-
SIA;193509;-;820.6;-;-;42;70.7;81.1;7.6;-2.0;-
SIA;193510;-;814.4;-;-;76;81.5;217.8;3.2;-6.8;-
SIA;193511;-;-;-;-;63;79.7;139.6;-2.2;-15.1;-
SIA;193512;-;804.9;-;-;64;74.6;108.0;-7.1;-19.6;-
SIA;193601;-;809.1;-;-;71;76.7;76.6;-4.4;-20.5;-
SIA;193602;-;805.5;-;-;57;65.4;66.1;-7.0;-21.6;-
SIA;193603;-;811.7;-;-;53;72.6;67.0;-2.9;-15.8;-
SIA;193604;-;-;-;-;78;71.2;86.6;0.5;-11.6;-
SIA;193605;-;813.5;-;-;63;65.3;92.2;6.0;-3.4;-
SIA;193606;-;818.5;-;-;69;63.0;84.5;9.0;-4.0;-
SIA;193607;-;819.6;-;-;60;72.0;175.8;10.7;0.7;-
SIA;193608;-;822.4;-;-;35;67.6;52.7;10.5;2.2;-
SIA;193609;-;818.6;-;-;64;76.4;72.8;7.9;-6.5;-
SIA;193610;-;814.7;-;-;49;64.3;13.5;-0.5;-10.5;-
SIA;193611;-;814.9;-;-;52;74.3;44.9;-3.2;-12.3;-
SIA;193612;-;819.3;-;-;33;74.5;110.0;-6.5;-16.0;-
SIA;193701;-;814.1;-;-;49;72.9;31.7;-7.2;-19.5;-
SIA;193702;-;807.5;-;-;74;67.4;81.3;-4.7;-16.6;-
SIA;193703;-;804.9;-;-;67;71.3;178.4;-4.5;-17.3;-
SIA;193704;-;810.7;-;-;69;64.3;50.4;0.5;-8.1;-
SIA;193705;-;819.3;-;-;54;61.5;92.1;6.7;-4.6;-
SIA;193706;-;820.1;-;-;58;65.5;115.2;10.6;0.4;-
SIA;193707;-;820.2;-;-;54;63.7;133.9;11.8;0.5;-
SIA;193708;-;819.8;-;-;60;71.1;105.3;10.3;1.4;-
SIA;193709;-;-;-;-;58;78.5;238.7;6.7;-1.2;-
SIA;193710;-;817.4;-;-;61;79.1;194.4;3.2;-7.1;-
SIA;193711;-;813.0;-;-;44;72.1;30.5;-3.2;-13.1;-
SIA;193712;-;807.7;-;-;49;77.6;102.6;-8.9;-20.1;-
SIA;193801;-;812.2;-;-;52;64.2;28.8;-8.2;-24.2;-
SIA;193802;-;817.1;-;-;32;62.2;11.4;-8.2;-19.2;-
SIA;193803;-;822.4;-;-;30;61.2;18.3;-1.5;-13.5;-
SIA;193804;-;813.9;-;-;31;52.7;18.0;-1.9;-12.3;-
SIA;193805;-;814.4;-;-;67;65.8;85.9;4.0;-11.2;-
SIA;193806;-;821.6;-;-;42;61.7;136.2;11.2;-1.8;-
SIA;193807;-;820.6;-;-;56;66.2;145.1;11.0;-0.1;-
SIA;193808;-;-;-;-;58;70.3;132.8;10.5;-1.3;-
SIA;193809;-;820.1;-;-;-;80.0;77.2;7.0;-2.0;-
SIA;193810;-;817.3;-;-;36;76.4;56.7;2.8;-7.8;-
SIA;193811;-;818.2;-;-;37;75.2;58.0;-1.3;-11.1;-
SIA;193812;-;809.1;-;-;64;76.0;70.0;-6.5;-21.4;-
SIA;193901;-;809.4;-;-;63;78.0;86.1;-5.9;-19.7;-
SIA;193902;-;817.6;-;-;39;63.2;14.0;-5.5;-19.0;-
SIA;193903;-;808.2;-;-;64;62.2;22.8;-6.7;-17.8;-
SIA;193904;-;813.9;-;-;62;72.9;112.0;2.0;-6.1;-
SIA;193905;-;811.4;-;-;87;70.4;138.5;3.5;-5.6;-
SIA;193906;-;818.1;-;-;58;66.9;131.3;9.3;0.3;-
SIA;193907;-;820.4;-;-;50;71.0;199.3;9.9;0.2;-
SIA;193908;-;820.0;-;-;57;74.6;118.5;10.5;0.6;-
SIA;193909;-;817.7;-;-;51;79.4;64.9;6.8;-5.1;-
SIA;193910;-;-;-;-;-;-;179.1;1.6;-;-
SIA;193911;-;816.6;-;-;56;73.9;122.7;-1.3;-15.8;-
SIA;193912;-;811.0;-;-;51;72.3;40.2;-7.8;-24.0;-
SIA;194001;-;-;-;-;34;68.7;27.8;-10.2;-24.0;-
SIA;194002;-;810.2;-;-;61;69.0;46.9;-7.2;-27.3;-
SIA;194003;-;812.2;-;-;54;67.3;54.2;-4.2;-18.2;-
SIA;194004;-;813.0;-;-;56;65.6;45.0;0.1;-11.1;-
SIA;194005;-;816.0;-;-;66;64.4;150.2;5.3;-4.6;-
SIA;194006;-;817.4;-;-;65;62.5;103.1;8.6;-1.6;-
SIA;194007;-;819.2;-;-;60;68.9;187.6;10.3;1.3;-
SIA;194008;-;821.3;-;-;36;61.7;33.2;10.4;-1.7;-
SIA;194009;-;-;-;-;49;-;104.9;7.6;-;-
SIA;194010;-;813.9;-;-;69;83.1;77.8;2.9;-8.8;-
SIA;194011;-;813.3;-;-;63;80.2;143.2;-2.1;-11.0;-
SIA;194012;-;811.4;-;-;39;67.1;23.7;-10.9;-23.1;-
SIA;194101;-;804.4;-;-;58;77.9;37.6;-9.6;-21.4;-
SIA;194102;-;804.6;-;-;55;71.2;48.9;-7.4;-20.6;-
SIA;194103;-;811.3;-;-;43;67.3;113.8;-4.1;-16.8;-
SIA;194104;-;810.0;-;-;68;71.3;154.1;-0.4;-15.5;-
SIA;194105;-;811.9;-;-;68;66.0;123.6;2.6;-7.9;-
SIA;194106;-;819.9;-;-;46;54.0;86.4;10.2;-2.1;-
SIA;194107;-;820.5;-;-;57;66.6;86.4;12.1;0.1;-
SIA;194108;-;818.7;-;-;65;72.3;110.4;9.7;0.5;-
SIA;194109;-;822.5;-;-;44;68.7;41.5;6.6;-5.0;-
SIA;194110;-;817.0;-;-;55;65.1;14.7;1.9;-10.8;-
SIA;194111;-;814.6;-;-;63;80.3;85.3;-3.9;-13.2;-
SIA;194112;-;817.3;-;-;37;61.3;15.7;-7.4;-24.3;-
SIA;194201;-;806.3;-;-;55;67.1;13.9;-11.7;-25.0;-
SIA;194202;-;806.2;-;-;60;65.5;22.6;-9.2;-23.5;-
SIA;194203;-;813.0;-;-;53;73.8;2.0;-0.8;-14.7;-
SIA;194204;-;813.0;-;-;65;68.6;48.9;1.0;-9.4;-
SIA;194205;-;816.6;-;-;52;59.1;42.3;6.3;-11.7;-
SIA;194206;-;819.6;-;-;51;60.1;123.1;10.1;-1.3;-
SIA;194207;-;820.4;-;-;55;64.4;84.7;11.4;1.5;-
SIA;194208;-;821.7;-;-;55;74.6;169.5;10.6;0.6;-
SIA;194209;-;820.7;-;-;49;78.5;173.6;8.8;-8.3;-
SIA;194210;-;820.1;-;-;44;75.2;140.8;5.0;-;-
SIA;194211;-;815.9;-;-;35;67.4;51.9;-3.2;-;-
SIA;194212;-;816.8;-;-;43;76.1;42.0;-5.4;-;-
SIA;194301;-;811.8;-;-;54;70.3;24.7;-8.2;-;-
SIA;194302;-;819.5;-;-;36;61.6;21.0;-6.6;-;-
SIA;194303;-;816.6;-;-;42;71.8;39.9;-1.9;-;-
SIA;194304;-;819.5;-;-;45;56.9;27.7;2.2;-;-
SIA;194305;-;819.0;-;-;59;60.7;115.8;7.0;-;-
SIA;194306;-;820.5;-;-;62;56.9;61.0;9.2;-;-
SIA;194307;-;820.2;-;-;56;67.5;140.8;11.0;-;-
SIA;194308;-;822.0;-;-;35;66.7;91.5;12.2;-;-
SIA;194309;-;820.1;-;-;63;77.3;161.4;8.7;-;-
SIA;194310;-;819.2;-;-;48;83.4;15.0;4.3;-;-
SIA;194311;-;812.0;-;-;53;70.1;14.4;-3.6;-;-
SIA;194312;-;816.7;-;-;45;79.7;34.6;-6.3;-;-
SIA;194401;-;820.2;-;-;28;61.9;15.7;-5.9;-;-
SIA;194402;-;806.3;-;-;53;69.3;51.6;-9.3;-;-
SIA;194403;-;809.1;-;-;60;59.3;13.7;-6.7;-;-
SIA;194404;-;816.8;-;-;61;61.3;13.1;1.9;-;-
SIA;194405;-;818.2;-;-;51;61.4;124.3;5.8;-;-
SIA;194406;-;816.0;-;-;59;62.4;120.8;8.9;-;-
SIA;194407;-;818.9;-;-;59;70.1;153.2;11.2;-;-
SIA;194408;-;822.5;-;-;56;78.8;61.0;13.0;-;-
SIA;194409;-;821.0;-;-;68;84.5;112.5;7.3;-;-
SIA;194410;-;811.9;-;-;76;81.4;166.8;1.9;-;-
SIA;194411;-;811.1;-;-;64;73.9;80.3;-4.0;-;-
SIA;194412;-;812.6;-;-;35;73.8;57.0;-9.3;-;-
SIA;194501;-;805.0;-;-;50;65.1;24.8;-12.3;-;-
SIA;194502;-;820.9;-;-;49;68.3;31.5;-3.6;-;-
SIA;194503;-;821.3;-;-;43;67.6;89.5;-2.1;-;-
SIA;194504;-;817.4;-;-;43;59.4;48.0;2.0;-;-
SIA;194505;-;-;-;-;52;64.9;118.6;6.4;-;-
SIA;194506;-;822.7;-;-;35;63.4;34.5;10.8;-;-
SIA;194507;-;821.2;-;-;32;67.2;46.7;12.7;-;-
SIA;194508;-;819.5;-;-;50;75.2;208.4;10.1;-;-
SIA;194509;-;821.1;-;-;45;76.2;60.0;7.8;-;-
SIA;194510;-;-;-;-;45;69.5;80.9;2.4;-;-
SIA;194511;-;813.9;-;-;35;71.0;20.7;-3.7;-;-
SIA;194512;-;810.1;-;-;65;75.8;92.9;-5.5;-;-
SIA;194601;-;816.5;-;-;44;74.7;71.5;-9.7;-;-
SIA;194602;-;813.2;-;-;68;66.4;66.0;-4.7;-;-
SIA;194603;-;811.9;-;-;63;74.2;74.5;-2.1;-;-
SIA;194604;-;817.1;-;-;47;70.0;95.9;3.1;-;-
SIA;194605;-;814.4;-;-;74;74.0;144.4;6.3;-;-
SIA;194606;-;819.2;-;-;64;68.6;223.0;9.0;-;-
SIA;194607;-;822.5;-;-;47;65.6;113.2;12.4;-;-
SIA;194608;-;819.6;-;-;54;71.2;228.2;10.7;-;-
SIA;194609;-;821.5;-;-;39;75.5;111.1;8.7;-;-
SIA;194610;-;817.0;-;-;48;72.8;35.4;2.8;-;-
SIA;194611;-;812.6;-;-;51;79.6;54.6;-3.2;-;-
SIA;194612;-;809.9;-;-;50;75.7;18.2;-8.6;-;-
SIA;194701;-;810.6;-;-;43;69.5;27.4;-11.2;-;-
SIA;194702;-;802.3;-;-;67;78.1;121.0;-7.0;-;-
SIA;194703;-;809.0;-;-;77;77.9;182.8;-1.9;-;-
SIA;194704;-;820.8;-;-;36;68.0;13.1;2.2;-;-
SIA;194705;-;818.0;-;-;61;68.5;66.6;8.5;-;-
SIA;194706;-;820.5;-;-;49;67.4;131.9;10.7;-;-
SIA;194707;-;821.4;-;-;42;73.5;180.3;12.2;-;-
SIA;194708;-;821.5;-;-;35;70.3;77.8;12.7;-;-
SIA;194709;-;822.5;-;-;35;72.9;125.0;8.8;-;-
SIA;194710;-;-;-;-;40;-;20.3;4.0;-;-
SIA;194711;-;814.2;-;-;55;67.2;67.7;0.6;-;-
SIA;194712;-;810.0;-;-;57;73.6;65.5;-6.7;-;-
SIA;194801;-;807.5;-;-;64;79.8;141.0;-4.8;-;-
SIA;194802;-;815.3;-;-;53;63.4;21.0;-6.3;-;-
SIA;194803;-;-;-;-;23;60.8;5.4;-0.8;-;-
SIA;194804;-;813.5;-;-;60;66.1;142.3;1.0;-;-
SIA;194805;-;815.5;-;-;63;69.4;114.9;7.0;-;-
SIA;194806;-;818.0;-;-;61;65.4;156.1;8.5;-;-
SIA;194807;-;-;-;-;-;-;147.6;8.2;-;-
SIA;194808;-;-;-;-;52;70.2;160.0;11.0;-;-
SIA;194809;-;-;-;-;35;62.2;92.3;8.0;-;-
SIA;194810;-;-;-;-;48;70.4;72.3;4.3;-;-
SIA;194811;-;-;-;-;29;51.3;4.4;0.6;-;-
SIA;194812;-;-;-;-;40;61.3;22.2;-5.3;-;-
SIA;194901;-;819.1;-;-;41;55.7;56.4;-5.6;-;-
SIA;194902;-;-;-;-;17;43.8;0.0;-5.6;-;-
SIA;194903;-;-;-;-;45;57.0;19.0;-5.3;-;-
SIA;194904;-;-;-;-;43;53.6;101.1;4.0;-;-
SIA;194905;-;-;-;-;72;62.2;93.4;5.7;-;-
SIA;194906;-;-;-;-;38;50.6;32.6;9.5;-;-
SIA;194907;-;-;-;-;41;51.5;63.3;12.1;-;-
SIA;194908;-;-;-;-;48;56.8;116.3;11.1;-;-
SIA;194909;-;-;-;-;43;72.6;40.6;8.9;-;-
SIA;194910;-;-;-;-;45;73.0;88.5;4.8;-;-
SIA;194911;-;-;-;-;59;68.3;110.2;-2.8;-;-
SIA;194912;-;-;-;-;45;63.0;60.9;-5.1;-;-
SIA;195001;-;-;-;-;48;59.6;67.0;-7.7;-;-
SIA;195002;-;813.5;-;-;55;58.8;92.8;-5.4;-;-
SIA;195003;-;-;-;-;27;55.2;1.9;-2.2;-;-
SIA;195004;-;-;-;-;58;60.3;151.5;-0.2;-;-
SIA;195005;-;-;-;-;52;-;93.0;6.2;-;-
SIA;195006;-;-;-;-;36;-;51.5;10.6;-;-
SIA;195007;-;-;-;-;33;-;89.5;13.1;-;-
SIA;195008;-;820.3;-;-;60;65.8;64.0;12.0;-;-
SIA;195009;-;818.8;-;-;57;68.4;80.6;7.8;-;-
SIA;195010;-;819.1;-;-;35;61.2;0.5;2.9;-;-
SIA;195011;-;811.8;-;-;68;73.0;168.5;-2.5;-;-
SIA;195012;-;805.2;-;-;76;75.4;89.9;-7.6;-;-
SIA;195101;-;810.0;-;-;65;75.7;182.0;-5.9;-;-
SIA;195102;-;-;-;-;65;77.1;180.9;-6.4;-;-
SIA;195103;-;-;-;-;65;64.4;49.9;-4.7;-;-
SIA;195104;-;815.4;-;-;49;62.1;64.6;-0.2;-;-
SIA;195105;-;813.3;-;-;66;63.2;86.2;4.7;-;-
SIA;195106;-;-;-;-;54;59.0;123.7;9.5;-;-
SIA;195107;-;-;-;-;41;-;103.4;11.1;-;-
SIA;195108;-;-;-;-;49;-;148.9;10.9;-;-
SIA;195109;-;-;-;-;-;-;50.4;10.6;-;-
SIA;195110;-;-;-;-;63;-;49.5;2.6;-;-
SIA;195111;-;-;-;-;75;-;249.7;-0.6;-;-
SIA;195112;-;-;-;-;39;-;26.4;-4.1;-;-
SIA;195201;-;809.7;-;-;50;57.9;30.9;-8.3;-;-
SIA;195202;-;810.9;-;-;40;52.8;13.0;-8.1;-;-
SIA;195203;-;-;-;-;52;58.9;66.7;-2.2;-;-
SIA;195204;-;-;-;-;54;-;120.0;2.8;-;-
SIA;195205;-;-;-;-;63;-;86.6;6.6;-;-
SIA;195206;-;-;-;-;48;-;64.2;11.6;-;-
SIA;195207;-;-;-;-;49;71.8;112.0;13.6;-;-
SIA;195208;-;-;-;-;52;80.4;137.0;11.6;-;-
SIA;195209;-;-;-;-;58;79.2;133.3;5.2;-;-
SIA;195210;-;-;-;-;65;82.8;159.6;1.9;-;-
SIA;195211;-;-;-;-;65;81.6;110.1;-4.0;-;-
SIA;195212;-;-;-;-;55;83.9;60.9;-7.3;-;-
SIA;195301;-;-;-;87;29;75.8;1.5;-9.8;-;-
SIA;195302;-;-;-;102;28;72.0;4.0;-8.3;-;-
SIA;195303;-;-;-;91;24;69.0;0.2;-3.2;-;-
SIA;195304;-;-;-;19;61;78.8;82.5;2.3;-;-
SIA;195305;-;-;-;0;48;65.7;16.1;6.9;-;-
SIA;195306;-;-;-;1;77;80.0;108.8;7.8;-;-
SIA;195307;-;-;-;0;54;76.5;186.2;11.6;-;-
SIA;195308;-;-;-;0;48;72.5;72.3;11.5;-;-
SIA;195309;-;-;-;0;59;80.0;104.9;8.8;-;-
SIA;195310;-;-;-;1;63;83.6;205.3;4.5;-;-
SIA;195311;-;-;-;3;20;71.7;7.0;-0.5;-;-
SIA;195312;-;-;-;6;46;79.5;13.7;-2.9;-;-
SIA;195401;-;-;-;37;59;77.0;42.6;-9.3;-;-
SIA;195402;-;-;-;50;52;79.6;36.1;-7.3;-;-
SIA;195403;-;-;-;101;64;77.6;61.0;-2.5;-;-
SIA;195404;-;-;-;53;64;72.6;49.8;0.4;-;-
SIA;195405;-;-;-;8;64;70.9;127.8;4.8;-;-
SIA;195406;-;-;-;0;69;76.5;161.9;9.9;-;-
SIA;195407;-;-;-;0;65;69.2;122.5;9.5;-;-
SIA;195408;-;-;-;0;60;73.1;230.7;9.6;-;-
SIA;195409;-;-;-;0;53;76.0;150.8;8.1;-;-
SIA;195410;-;-;-;0;39;75.8;38.1;3.5;-;-
