stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200mx;tre200m0;tre200mn;ure200m0
STG;190110;-;-;-;-;70.0;-;-;7.3;-0.1;-
STG;190111;-;-;-;-;46.6;-;-;0.2;-9.0;-
STG;190112;-;-;-;-;64.9;-;-;0.1;-8.0;-
STG;190201;-;-;-;-;40.4;-;-;0.8;-8.6;-
STG;190202;-;-;-;-;57.9;-;-;-1.2;-12.0;-
STG;190203;-;-;-;-;79.0;-;-;3.1;-6.4;-
STG;190204;-;-;-;-;46.3;-;-;8.7;-2.5;-
STG;190205;-;-;-;-;216.4;-;-;7.2;-1.6;-
STG;190206;-;-;-;-;127.7;-;-;13.5;4.3;-
STG;190207;-;-;-;-;154.2;-;-;16.4;5.0;-
STG;190208;-;-;-;-;176.1;-;-;15.5;5.7;-
STG;190209;-;-;-;-;181.4;-;-;12.2;3.5;-
STG;190210;-;-;-;-;113.7;-;-;7.4;0.5;-
STG;190211;-;-;-;-;12.0;-;-;1.6;-7.4;-
STG;190212;-;-;-;-;93.6;-;-;-2.0;-10.7;-
STG;190301;-;-;-;-;63.4;-;-;-1.0;-12.7;-
STG;190302;-;-;-;-;58.3;-;-;2.1;-12.0;-
STG;190303;-;-;-;-;52.9;-;-;4.8;-5.5;-
STG;190304;-;-;-;-;109.0;-;-;3.8;-5.4;-
STG;190305;-;-;-;-;42.5;-;-;11.4;-0.1;-
STG;190306;-;-;-;-;112.4;-;-;13.3;3.8;-
STG;190307;-;-;-;-;230.1;-;-;15.2;4.5;-
STG;190308;-;-;-;-;160.1;-;-;15.8;7.2;-
STG;190309;-;-;-;-;109.9;-;-;12.8;3.0;-
STG;190310;-;-;-;-;133.9;-;-;9.1;-3.0;-
STG;190311;-;-;-;-;136.3;-;-;3.3;-1.7;-
STG;190312;-;-;-;-;31.9;-;-;-2.4;-9.9;-
STG;190401;-;-;-;-;47.5;-;-;-2.4;-11.6;-
STG;190402;-;-;-;-;99.1;-;-;0.3;-12.0;-
STG;190403;-;-;-;-;41.4;-;-;3.0;-8.5;-
STG;190404;-;-;-;-;109.8;-;-;9.1;-2.5;-
STG;190405;-;-;-;-;185.5;-;-;12.4;0.6;-
STG;190406;-;-;-;-;163.2;-;-;15.3;5.0;-
STG;190407;-;-;-;-;30.0;-;-;18.7;9.5;-
STG;190408;-;-;-;-;71.2;-;-;16.7;6.7;-
STG;190409;-;-;-;-;175.0;-;-;10.6;-1.7;-
STG;190410;-;-;-;-;84.8;-;-;7.7;0.2;-
STG;190411;-;-;-;-;69.3;-;-;1.9;-9.7;-
STG;190412;-;-;-;-;42.2;-;-;0.2;-7.6;-
STG;190501;-;-;-;-;66.1;-;-;-3.8;-17.6;-
STG;190502;-;-;-;-;53.4;-;-;-0.4;-13.4;-
STG;190503;-;-;-;-;107.7;-;-;4.2;-5.0;-
STG;190504;-;-;-;-;136.6;-;-;6.5;-6.2;-
STG;190505;-;-;-;-;124.1;-;-;9.8;0.3;-
STG;190506;-;-;-;-;74.5;-;-;15.5;5.9;-
STG;190507;-;-;-;-;105.5;-;-;18.8;7.0;-
STG;190508;-;-;-;-;253.6;-;-;15.9;7.1;-
STG;190509;-;-;-;-;162.9;-;-;12.9;5.8;-
STG;190510;-;-;-;-;168.3;-;-;3.1;-6.7;-
STG;190511;-;-;-;-;77.1;-;-;2.7;-7.6;-
STG;190512;-;-;-;-;70.0;-;-;-0.9;-7.5;-
STG;190601;-;-;-;-;59.9;-;-;-0.6;-14.5;-
STG;190602;-;-;-;-;70.4;-;-;-1.7;-11.0;-
STG;190603;-;-;-;-;104.2;-;-;2.0;-8.4;-
STG;190604;-;-;-;-;62.3;-;-;6.8;-4.5;-
STG;190605;-;-;-;-;193.9;-;-;11.5;0.3;-
STG;190606;-;-;-;-;157.5;-;-;13.4;2.4;-
STG;190607;-;-;-;-;228.2;-;-;16.8;4.8;-
STG;190608;-;-;-;-;66.5;-;-;16.4;5.7;-
STG;190609;-;-;-;-;98.5;-;-;11.6;-0.9;-
STG;190610;-;-;-;-;26.3;-;-;10.2;1.9;-
STG;190611;-;-;-;-;64.0;-;-;4.5;-4.5;-
STG;190612;-;-;-;-;111.1;-;-;-3.4;-16.7;-
STG;190701;-;-;-;-;126.0;-;-;-2.4;-21.0;-
STG;190702;-;-;-;-;44.9;-;-;-3.4;-16.0;-
STG;190703;-;-;-;-;97.9;-;-;1.3;-7.8;-
STG;190704;-;-;-;-;156.0;-;-;5.2;-4.2;-
STG;190705;-;-;-;-;96.9;-;-;12.5;-0.7;-
STG;190706;-;-;-;-;126.4;-;-;14.0;4.2;-
STG;190707;-;-;-;-;159.5;-;-;14.3;4.5;-
STG;190708;-;-;-;-;88.6;-;-;16.5;6.4;-
STG;190709;-;-;-;-;59.6;-;-;13.3;5.3;-
STG;190710;-;-;-;-;54.7;-;-;9.7;2.9;-
STG;190711;-;-;-;-;23.2;-;-;3.9;-4.5;-
STG;190712;-;-;-;-;134.8;-;-;1.7;-9.6;-
STG;190801;-;-;-;-;47.5;-;-;-3.8;-13.7;-
STG;190802;-;-;-;-;107.5;-;-;-0.7;-13.8;-
STG;190803;-;-;-;-;57.7;-;-;1.1;-8.0;-
STG;190804;-;-;-;-;114.0;-;-;4.4;-2.8;-
STG;190805;-;-;-;-;135.1;-;-;13.2;0.4;-
STG;190806;-;-;-;-;90.6;-;-;16.9;4.8;-
STG;190807;-;-;-;-;207.7;-;-;15.8;8.2;-
STG;190808;-;-;-;-;86.5;-;-;14.1;5.9;-
STG;190809;-;-;-;-;192.4;-;-;11.4;2.0;-
STG;190810;-;-;-;-;3.3;-;-;7.4;-4.1;-
STG;190811;-;-;-;-;67.2;-;-;0.9;-4.7;-
STG;190812;-;-;-;-;33.6;-;-;-1.1;-13.0;-
STG;190901;-;-;-;-;35.3;-;-;-4.0;-13.0;-
STG;190902;-;-;-;-;28.3;-;-;-4.0;-12.5;-
STG;190903;-;-;-;-;64.7;-;-;1.3;-11.5;-
STG;190904;-;-;-;-;78.8;-;-;8.1;-5.0;-
STG;190905;-;-;-;-;73.1;-;-;10.1;-1.6;-
STG;190906;-;-;-;-;217.9;-;-;12.9;4.3;-
STG;190907;-;-;-;-;182.4;-;-;14.1;5.3;-
STG;190908;-;-;-;-;182.1;-;-;15.0;4.5;-
STG;190909;-;-;-;-;92.9;-;-;11.9;4.1;-
STG;190910;-;-;-;-;77.1;-;-;9.5;-1.0;-
STG;190911;-;-;-;-;71.3;-;-;1.1;-10.3;-
STG;190912;-;-;-;-;107.6;-;-;1.1;-9.7;-
STG;191001;-;-;-;-;175.5;-;-;-0.5;-9.0;-
STG;191002;-;-;-;-;97.1;-;-;0.6;-13.1;-
STG;191003;-;-;-;-;55.5;-;-;2.9;-6.2;-
STG;191004;-;-;-;-;142.5;-;-;6.1;-7.6;-
STG;191005;-;-;-;-;97.3;-;-;10.4;-1.1;-
STG;191006;-;-;-;-;220.7;-;-;14.9;7.7;-
STG;191007;-;-;-;-;194.2;-;-;14.4;6.2;-
STG;191008;-;-;-;-;148.9;-;-;15.2;6.0;-
STG;191009;-;-;-;-;142.4;-;-;10.0;1.3;-
STG;191010;-;-;-;-;62.8;-;-;8.6;0.4;-
STG;191011;-;-;-;-;190.4;-;-;2.1;-7.6;-
STG;191012;-;-;-;-;68.9;-;-;2.5;-8.1;-
STG;191101;-;-;-;-;38.3;-;-;-4.8;-13.6;-
STG;191102;-;-;-;-;48.3;-;-;0.0;-15.0;-
STG;191103;-;-;-;-;50.2;-;-;3.4;-7.8;-
STG;191104;-;-;-;-;100.4;-;-;5.9;-6.7;-
STG;191105;-;-;-;-;111.2;-;-;11.1;1.2;-
STG;191106;-;-;-;-;179.5;-;-;13.6;4.1;-
STG;191107;-;-;-;-;13.2;-;-;18.8;6.5;-
STG;191108;-;-;-;-;90.0;-;-;18.6;8.2;-
STG;191109;-;-;-;-;143.5;-;-;14.3;3.9;-
STG;191110;-;-;-;-;63.7;-;-;7.8;-1.0;-
STG;191111;-;-;-;-;48.2;-;-;4.6;-2.7;-
STG;191112;-;-;-;-;71.6;-;-;1.9;-4.5;-
STG;191201;-;-;-;-;95.5;-;-;-0.7;-12.5;-
STG;191202;-;-;-;-;84.3;-;-;3.6;-15.2;-
STG;191203;-;-;-;-;75.5;-;-;5.6;-3.5;-
STG;191204;-;-;-;-;83.7;-;-;5.4;-6.1;-
STG;191205;-;-;-;-;191.0;-;-;12.0;-3.0;-
STG;191206;-;-;-;-;145.8;-;-;14.5;6.0;-
STG;191207;-;-;-;-;47.9;-;-;15.4;6.4;-
STG;191208;-;-;-;-;224.0;-;-;12.8;4.9;-
STG;191209;-;-;-;-;89.0;-;-;7.4;-0.2;-
STG;191210;-;-;-;-;170.9;-;-;6.4;-1.4;-
STG;191211;-;-;-;-;60.5;-;-;0.5;-8.2;-
STG;191212;-;-;-;-;53.1;-;-;0.8;-9.0;-
STG;191301;-;-;-;-;97.0;-;-;-0.5;-6.7;-
STG;191302;-;-;-;-;32.2;-;-;-0.8;-9.7;-
STG;191303;-;-;-;-;83.3;-;-;5.9;-7.0;-
STG;191304;-;-;-;-;101.3;-;-;6.3;-8.8;-
STG;191305;-;-;-;-;80.8;-;-;11.1;-0.5;-
STG;191306;-;-;-;-;154.6;-;-;13.6;4.5;-
STG;191307;-;-;-;-;184.3;-;-;13.1;4.2;-
STG;191308;-;-;-;-;168.7;-;-;14.1;6.0;-
STG;191309;-;-;-;-;127.5;-;-;11.5;3.7;-
STG;191310;-;-;-;-;36.6;-;-;9.7;-1.0;-
STG;191311;-;-;-;-;142.1;-;-;6.0;-1.5;-
STG;191312;-;-;-;-;109.2;-;-;0.2;-8.7;-
STG;191401;-;-;-;-;200.8;-;-;-5.5;-13.3;-
STG;191402;-;-;-;-;35.5;-;-;2.3;-6.5;-
STG;191403;-;-;-;-;144.7;-;-;4.0;-5.2;-
STG;191404;-;-;-;-;80.4;-;-;8.9;-2.2;-
STG;191405;-;-;-;-;216.2;-;-;9.3;0.3;-
STG;191406;-;-;-;-;137.2;-;-;12.8;2.3;-
STG;191407;-;-;-;-;219.8;-;-;15.2;7.4;-
STG;191408;-;-;-;-;142.5;-;-;15.7;6.5;-
STG;191409;-;-;-;-;123.7;-;-;11.5;1.3;-
STG;191410;-;-;-;-;36.4;-;-;7.3;-2.4;-
STG;191411;-;-;-;-;91.0;-;-;1.7;-13.1;-
STG;191412;-;-;-;-;26.2;-;-;2.3;-8.1;-
STG;191501;-;-;-;-;95.3;-;-;-1.2;-16.2;-
STG;191502;-;-;-;-;85.4;-;-;-0.5;-13.6;-
STG;191503;-;-;-;-;131.1;-;-;1.2;-12.2;-
STG;191504;-;-;-;-;102.0;-;-;5.5;-3.8;-
STG;191505;-;-;-;-;100.9;-;-;13.5;2.9;-
STG;191506;-;-;-;-;118.3;-;-;16.3;6.0;-
STG;191507;-;-;-;-;200.1;-;-;15.3;6.2;-
STG;191508;-;-;-;-;188.1;-;-;14.3;5.5;-
STG;191509;-;-;-;-;87.5;-;-;10.7;1.9;-
STG;191510;-;-;-;-;49.0;-;-;5.3;-3.5;-
STG;191511;-;-;-;-;60.4;-;-;-0.3;-17.0;-
STG;191512;-;-;-;-;110.2;-;-;4.3;-11.6;-
STG;191601;-;-;-;-;78.7;-;-;2.7;-6.8;-
STG;191602;-;-;-;-;88.5;-;-;1.2;-8.0;-
STG;191603;-;-;-;-;109.8;-;-;3.6;-9.0;-
STG;191604;-;-;-;-;83.4;-;-;6.7;-1.5;-
STG;191605;-;-;-;-;96.7;-;-;12.5;2.3;-
STG;191606;-;-;-;-;222.9;-;-;11.9;2.0;-
STG;191607;-;-;-;-;169.5;-;-;15.4;7.5;-
STG;191608;-;-;-;-;140.5;-;-;15.1;5.9;-
STG;191609;-;-;-;-;149.6;-;-;10.6;1.5;-
STG;191610;-;-;-;-;158.1;-;-;7.8;-3.5;-
STG;191611;-;-;-;-;96.3;-;-;3.1;-6.4;-
STG;191612;-;-;-;-;108.2;-;-;1.0;-8.7;-
STG;191701;-;-;-;-;51.5;-;-;-3.6;-14.8;-
STG;191702;-;-;-;-;19.4;-;-;-3.4;-15.9;-
STG;191703;-;-;-;-;108.5;-;-;0.4;-7.4;-
STG;191704;-;-;-;-;111.0;-;-;3.2;-3.0;-
STG;191705;-;-;-;-;89.1;-;-;14.6;3.5;-
STG;191706;-;-;-;-;121.3;-;-;16.6;5.5;-
STG;191707;-;-;-;-;149.3;-;-;16.1;6.5;-
STG;191708;-;-;-;-;198.7;-;-;15.3;7.9;-
STG;191709;-;-;-;-;65.7;-;-;14.7;5.8;-
STG;191710;-;-;-;-;208.4;-;-;6.1;-2.5;-
STG;191711;-;-;-;-;90.9;-;-;2.9;-5.5;-
STG;191712;-;-;-;-;22.7;-;-;-4.8;-15.9;-
STG;191801;-;-;-;-;60.7;-;-;0.3;-18.5;-
STG;191802;-;-;-;-;30.4;-;-;0.2;-11.3;-
STG;191803;-;-;-;-;35.4;-;-;3.4;-8.7;-
STG;191804;-;-;-;-;99.5;-;-;7.5;-4.0;-
STG;191805;-;-;-;-;39.4;-;-;12.8;3.0;-
STG;191806;-;-;-;-;173.5;-;-;11.7;2.1;-
STG;191807;-;-;-;-;127.4;-;-;16.0;4.3;-
STG;191808;-;-;-;-;120.2;-;-;15.4;3.0;-
STG;191809;-;-;-;-;150.2;-;-;12.9;4.0;-
STG;191810;-;-;-;-;45.8;-;-;6.0;-1.1;-
STG;191811;-;-;-;-;37.7;-;-;2.6;-7.7;-
STG;191812;-;-;-;-;198.0;-;-;2.9;-8.1;-
STG;191901;-;-;-;-;42.6;-;-;-0.4;-11.5;-
STG;191902;-;-;-;-;81.9;-;-;-1.5;-18.8;-
STG;191903;-;-;-;-;189.5;-;-;3.0;-10.3;-
STG;191904;-;-;-;-;146.5;-;-;3.7;-6.4;-
STG;191905;-;-;-;-;44.8;-;-;10.3;-0.6;-
STG;191906;-;-;-;-;141.8;-;-;14.5;3.5;-
STG;191907;-;-;-;-;171.6;-;-;13.5;4.0;-
STG;191908;-;-;-;-;84.9;-;-;17.3;4.2;-
STG;191909;-;-;-;-;54.3;-;-;14.4;2.5;-
STG;191910;-;-;-;-;77.0;-;-;4.4;-6.5;-
STG;191911;-;-;-;-;112.3;-;-;1.0;-9.9;-
STG;191912;-;-;-;-;141.8;-;-;0.5;-14.5;-
STG;192001;-;-;-;-;74.6;-;-;2.1;-6.4;-
STG;192002;-;-;-;-;17.5;-;-;1.7;-6.8;-
STG;192003;-;-;-;-;65.7;-;-;5.4;-11.0;-
STG;192004;-;-;-;-;97.6;-;-;8.3;-2.0;-
STG;192005;-;-;-;-;146.0;-;-;14.1;-0.4;-
STG;192006;-;-;-;-;117.0;-;-;14.1;4.4;-
STG;192007;-;-;-;-;256.4;-;-;16.2;6.3;-
STG;192008;-;-;-;-;95.5;-;-;14.1;6.3;-
STG;192009;-;-;-;-;118.5;-;-;12.9;6.2;-
STG;192010;-;-;-;-;3.2;-;-;7.1;-6.7;-
STG;192011;-;-;-;-;7.5;-;-;1.1;-6.7;-
STG;192012;-;-;-;-;59.7;-;-;0.2;-12.9;-
STG;192101;-;-;-;-;64.5;-;-;3.2;-8.6;-
STG;192102;-;-;-;-;8.1;-;-;-0.7;-6.7;-
STG;192103;-;-;-;-;39.5;-;-;4.2;-8.4;-
STG;192104;-;-;-;-;128.5;-;-;5.9;-2.6;-
STG;192105;-;-;-;-;68.5;-;-;12.7;-1.3;-
STG;192106;-;-;-;-;122.3;-;-;14.5;4.3;-
STG;192107;-;-;-;-;54.9;-;-;18.6;6.2;-
STG;192108;-;-;-;-;105.9;-;-;15.9;5.5;-
STG;192109;-;-;-;-;91.0;-;-;13.6;1.0;-
STG;192110;-;-;-;-;70.4;-;-;10.4;-2.7;-
STG;192111;-;-;-;-;122.5;-;-;-0.7;-7.0;-
STG;192112;-;-;-;-;57.8;-;-;-0.2;-10.5;-
STG;192201;-;-;-;-;149.2;-;-;-2.4;-15.0;-
STG;192202;-;-;-;-;86.9;-;-;-0.8;-18.5;-
STG;192203;-;-;-;-;105.2;-;-;3.6;-7.2;-
STG;192204;-;-;-;-;150.3;-;-;5.2;-3.3;-
STG;192205;-;-;-;-;86.0;-;-;13.2;-0.7;-
STG;192206;-;-;-;-;294.1;-;-;15.0;6.1;-
STG;192207;-;-;-;-;221.9;-;-;15.0;6.3;-
STG;192208;-;-;-;-;176.5;-;-;15.4;5.3;-
STG;192209;-;-;-;-;194.1;-;-;10.2;2.5;-
STG;192210;-;-;-;-;134.9;-;-;5.4;-1.0;-
STG;192211;-;-;-;-;119.2;-;-;0.8;-8.3;-
STG;192212;-;-;-;-;91.0;-;-;0.1;-10.1;-
STG;192301;-;-;-;-;107.5;-;-;-1.1;-12.8;-
STG;192302;-;-;-;-;93.3;-;-;2.2;-4.0;-
STG;192303;-;-;-;-;38.6;-;-;3.7;-5.0;-
STG;192304;-;-;-;-;95.2;-;-;6.5;-2.8;-
STG;192305;-;-;-;-;95.8;-;-;11.6;0.5;-
STG;192306;-;-;-;-;185.2;-;-;10.6;2.0;-
STG;192307;-;-;-;-;77.8;-;-;18.3;7.7;-
STG;192308;-;-;-;-;94.9;-;-;16.4;6.5;-
STG;192309;-;-;-;-;80.5;-;-;12.7;2.8;-
STG;192310;-;-;-;-;101.6;-;-;10.5;-0.4;-
STG;192311;-;-;-;-;129.5;-;-;2.4;-6.2;-
STG;192312;-;-;-;-;161.6;-;-;-1.3;-11.4;-
STG;192401;-;-;-;-;43.3;-;-;-3.4;-15.0;-
STG;192402;-;-;-;-;21.9;-;-;-3.6;-15.4;-
STG;192403;-;-;-;-;43.3;-;-;1.9;-10.1;-
STG;192404;-;-;-;-;138.2;-;-;6.9;-2.1;-
STG;192405;-;-;-;-;218.9;-;-;12.7;0.8;-
STG;192406;-;-;-;-;250.5;-;-;14.0;5.7;-
STG;192407;-;-;-;-;279.7;-;-;15.9;5.3;-
STG;192408;-;-;-;-;231.9;-;-;13.0;2.6;-
STG;192409;-;-;-;-;82.9;-;-;12.9;2.6;-
STG;192410;-;-;-;-;51.9;-;-;8.6;0.7;-
STG;192411;-;-;-;-;12.8;-;-;2.9;-7.0;-
STG;192412;-;-;-;-;42.4;-;-;-0.1;-8.0;-
STG;192501;-;-;-;-;35.3;-;-;1.1;-7.5;-
STG;192502;-;-;-;-;60.7;-;-;2.4;-6.2;-
STG;192503;-;-;-;-;79.6;-;-;-0.5;-13.0;-
STG;192504;-;-;-;-;143.2;-;-;7.1;-1.3;-
STG;192505;-;-;-;-;77.9;-;-;11.6;-1.5;-
STG;192506;-;-;-;-;129.9;-;-;14.7;6.0;-
STG;192507;-;-;-;-;138.0;-;-;15.9;5.9;-
STG;192508;-;-;-;-;126.5;-;-;15.4;5.4;-
STG;192509;-;-;-;-;152.5;-;-;10.3;1.0;-
STG;192510;-;-;-;-;59.7;-;-;8.3;-3.3;-
STG;192511;-;-;-;-;68.3;-;-;1.1;-13.0;-
STG;192512;-;-;-;-;126.6;-;-;-0.1;-17.4;-
STG;192601;-;-;-;-;77.2;-;-;-0.8;-13.7;-
STG;192602;-;-;-;-;38.2;-;-;4.5;-3.4;-
STG;192603;-;-;-;-;93.4;-;-;3.4;-5.9;-
STG;192604;-;-;-;-;33.5;-;-;8.6;-2.5;-
STG;192605;-;-;-;-;195.5;-;-;9.8;-2.0;-
STG;192606;-;-;-;-;302.1;-;-;12.0;4.2;-
STG;192607;-;-;-;-;223.9;-;-;15.5;6.5;-
STG;192608;-;-;-;-;60.6;-;-;15.5;6.6;-
STG;192609;-;-;-;-;41.8;-;-;14.7;4.5;-
STG;192610;-;-;-;-;109.4;-;-;8.7;-3.2;-
STG;192611;-;-;-;-;86.4;-;-;5.7;-4.6;-
STG;192612;-;-;-;-;59.8;-;-;-1.9;-11.6;-
STG;192701;-;-;-;-;120.2;-;-;-0.4;-10.0;-
STG;192702;-;-;-;-;66.8;-;-;-1.1;-13.0;-
STG;192703;-;-;-;-;108.1;-;-;4.1;-6.2;-
STG;192704;-;-;-;-;165.1;-;-;7.4;-3.7;-
STG;192705;-;-;-;-;95.0;-;-;12.0;-1.0;-
STG;192706;-;-;-;-;209.6;-;-;14.6;3.7;-
STG;192707;-;-;-;-;165.4;-;-;16.4;5.3;-
STG;192708;-;-;-;-;225.8;-;-;15.2;5.8;-
STG;192709;-;-;-;-;201.6;-;-;12.9;4.6;-
STG;192710;-;-;-;-;22.0;-;-;7.4;0.6;-
STG;192711;-;-;-;-;74.1;-;-;2.9;-8.9;-
STG;192712;-;-;-;-;56.3;-;-;-2.0;-20.8;-
STG;192801;-;-;-;-;67.3;-;-;1.5;-9.5;-
STG;192802;-;-;-;-;101.9;-;-;1.3;-9.6;-
STG;192803;-;-;-;-;53.6;-;-;3.3;-6.1;-
STG;192804;-;-;-;-;102.6;-;-;7.3;-2.4;-
STG;192805;-;-;-;-;116.5;-;-;8.8;-2.9;-
STG;192806;-;-;-;-;150.5;-;-;14.8;3.7;-
STG;192807;-;-;-;-;65.5;-;-;19.4;10.0;-
STG;192808;-;-;-;-;208.8;-;-;16.7;7.5;-
STG;192809;-;-;-;-;96.1;-;-;12.2;1.7;-
STG;192810;-;-;-;-;98.2;-;-;8.1;-3.2;-
STG;192811;-;-;-;-;132.0;-;-;4.6;-3.5;-
STG;192812;-;-;-;-;91.2;-;-;-1.5;-13.4;-
STG;192901;-;-;-;-;82.3;-;-;-6.3;-16.7;-
STG;192902;-;-;-;-;34.0;-;-;-8.5;-25.9;-
STG;192903;-;-;-;-;25.9;-;-;2.7;-13.4;-
STG;192904;-;-;-;-;141.1;-;-;4.3;-10.6;-
STG;192905;-;-;-;-;48.2;-;-;12.1;1.7;-
STG;192906;-;-;-;-;180.2;-;-;15.1;5.1;-
STG;192907;-;-;-;-;133.6;-;-;17.2;5.5;-
STG;192908;-;-;-;-;207.5;-;-;15.8;7.5;-
STG;192909;-;-;-;-;46.4;-;-;15.3;2.1;-
STG;192910;-;-;-;-;127.1;-;-;9.1;-1.9;-
STG;192911;-;-;-;-;39.8;-;-;4.1;-4.4;-
STG;192912;-;-;-;-;123.5;-;-;2.3;-12.1;-
STG;193001;-;-;-;-;32.2;-;-;1.3;-6.3;-
STG;193002;-;-;-;-;25.5;-;-;-1.5;-10.9;-
STG;193003;-;-;-;-;73.3;-;-;4.2;-7.3;-
STG;193004;-;-;-;-;165.6;-;-;7.5;-1.5;-
STG;193005;-;-;-;-;238.6;-;-;10.4;1.4;-
STG;193006;-;-;-;-;61.1;-;-;17.3;9.4;-
STG;193007;-;-;-;-;315.2;-;-;15.4;6.0;-
STG;193008;-;-;-;-;163.4;-;-;15.6;6.5;-
STG;193009;-;-;-;-;165.7;-;-;13.3;5.3;-
STG;193010;-;-;-;-;182.3;-;-;7.8;0.2;-
STG;193011;-;-;-;-;122.7;-;-;6.4;-3.2;-
STG;193012;-;-;-;-;51.3;-;-;-0.2;-8.3;-
STG;193101;-;-;74;935.9;119.6;-;-;-1.4;-15.0;82.4
STG;193102;-;-;79;934.5;137.3;-;-;-2.3;-16.0;84.5
STG;193103;-;-;53;934.5;133.6;-;-;-1.0;-12.2;75.4
STG;193104;-;-;68;935.1;94.8;-;-;5.5;-7.4;73.4
STG;193105;-;-;55;936.5;112.7;-;-;14.0;-0.5;65.9
STG;193106;-;-;52;942.2;136.5;-;-;16.7;6.0;68.4
STG;193107;-;-;62;939.2;227.8;-;-;15.8;6.3;71.9
STG;193108;-;-;67;938.4;194.9;-;-;14.2;4.0;80.7
STG;193109;-;-;75;941.8;118.2;-;-;8.5;-1.5;84.9
STG;193110;-;-;48;942.6;106.4;-;-;6.5;-3.8;77.6
STG;193111;-;-;74;938.4;30.0;-;-;4.5;-4.0;81.7
STG;193112;-;-;80;945.6;64.8;-;-;-2.3;-14.5;82.6
STG;193201;-;-;72;949.0;100.2;-;-;-0.4;-15.5;83.7
STG;193202;-;-;55;943.6;35.7;-;-;-5.6;-20.0;78.0
STG;193203;-;-;58;936.0;67.9;-;-;0.1;-11.5;74.6
STG;193204;-;-;61;933.5;108.0;-;-;6.0;-5.4;66.6
STG;193205;-;-;67;936.5;187.4;-;-;10.8;0.5;71.6
STG;193206;-;-;60;939.6;201.5;-;-;13.4;3.4;71.3
STG;193207;-;-;69;938.2;243.7;-;-;15.9;6.4;75.2
STG;193208;-;-;45;944.0;113.9;-;-;18.3;9.5;71.9
STG;193209;-;-;59;940.3;109.8;-;-;16.0;8.7;75.5
STG;193210;-;-;74;935.2;141.5;-;-;8.2;-0.4;77.4
STG;193211;-;-;78;942.1;48.7;-;-;3.5;-2.8;86.9
STG;193212;-;-;63;943.9;22.5;-;-;0.2;-7.0;84.3
STG;193301;-;-;79;941.8;62.9;-;-;-3.8;-13.5;81.3
STG;193302;-;-;67;937.8;77.1;-;-;-0.9;-13.2;77.4
STG;193303;-;-;53;940.0;68.0;-;-;4.0;-6.3;72.2
STG;193304;-;-;69;940.5;72.4;-;-;7.1;-3.7;70.3
STG;193305;-;-;75;937.8;205.1;-;-;9.9;1.3;72.7
STG;193306;-;-;68;935.5;264.3;-;-;12.1;5.1;72.0
STG;193307;-;-;47;943.9;198.0;-;-;17.2;4.3;69.5
STG;193308;-;-;48;943.0;53.4;-;-;16.9;6.1;69.8
STG;193309;-;-;49;941.1;73.5;-;-;13.1;4.3;76.0
STG;193310;-;-;65;938.5;126.4;-;-;8.3;-2.0;80.5
STG;193311;-;-;86;933.3;79.5;-;-;2.3;-4.5;81.6
STG;193312;-;-;88;937.2;25.9;-;-;-5.8;-16.4;93.1
STG;193401;-;-;86;944.5;98.5;-;-;-1.6;-12.5;84.9
STG;193402;-;-;48;946.5;17.1;-;-;-1.4;-14.0;75.3
STG;193403;-;-;69;930.6;54.7;-;-;3.1;-6.1;76.0
STG;193404;-;-;46;933.0;21.1;-;-;10.2;-4.3;64.1
STG;193405;-;-;52;940.4;83.3;-;-;13.2;2.9;66.5
STG;193406;-;-;58;939.7;202.5;-;-;14.9;5.5;67.5
STG;193407;-;-;45;940.4;151.9;-;-;17.4;7.6;66.2
STG;193408;-;-;66;938.6;283.6;-;-;15.1;6.8;74.4
STG;193409;-;-;47;942.9;205.7;-;-;14.5;4.0;78.9
STG;193410;-;-;55;941.8;96.1;-;-;8.2;0.1;78.9
STG;193411;-;-;73;938.6;35.6;-;-;2.4;-4.8;82.5
STG;193412;-;-;81;934.4;77.4;-;-;3.5;-5.0;83.0
STG;193501;-;-;82;940.7;90.2;-;-;-3.7;-13.6;85.2
STG;193502;-;-;78;933.8;149.3;-;-;0.5;-16.0;77.2
STG;193503;-;-;54;941.7;76.8;-;-;1.6;-15.8;74.7
STG;193504;-;-;77;934.3;118.9;-;-;6.4;-2.6;73.1
STG;193505;-;-;59;936.7;150.9;-;-;9.5;-1.6;73.2
STG;193506;-;-;49;941.3;110.7;-;-;16.7;6.4;68.6
STG;193507;-;-;42;942.6;106.1;-;-;17.5;7.5;67.0
STG;193508;-;-;53;939.9;198.9;-;-;15.1;6.3;76.4
STG;193509;-;-;49;941.3;104.8;-;-;13.4;2.5;77.7
STG;193510;-;-;87;937.4;197.7;-;-;8.0;-0.5;85.8
STG;193511;-;-;74;935.5;51.5;-;-;4.3;-5.0;83.2
STG;193512;-;-;79;929.0;138.6;-;-;-1.5;-14.1;83.8
STG;193601;-;-;76;931.2;112.0;-;-;3.1;-5.6;79.7
STG;193602;-;-;75;930.2;79.8;-;-;-0.2;-16.5;83.3
STG;193603;-;-;60;934.3;44.7;-;-;5.4;-4.4;72.9
STG;193604;-;-;79;932.7;178.3;-;-;6.5;-4.7;79.2
STG;193605;-;-;64;935.0;62.1;-;-;11.4;2.6;81.0
STG;193606;-;-;68;939.4;145.2;-;-;14.4;1.8;75.2
