stn;time;gre000m0;sre000m0;nto000m0;ure200m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx
GSB;181801;-;-;-;-;-;-;-7.5;-;-
GSB;181802;-;-;-;-;-;-;-7.8;-;-
GSB;181803;-;-;-;-;-;-;-6.8;-;-
GSB;181804;-;-;-;-;-;-;-1.3;-;-
GSB;181805;-;-;-;-;-;-;2.0;-;-
GSB;181806;-;-;-;-;-;-;7.1;-;-
GSB;181807;-;-;-;-;-;-;7.1;-;-
GSB;181808;-;-;-;-;-;-;5.7;-;-
GSB;181809;-;-;-;-;-;-;3.0;-;-
GSB;181810;-;-;-;-;-;-;0.7;-;-
GSB;181811;-;-;-;-;-;-;-2.6;-;-
GSB;181812;-;-;-;-;-;-;-7.9;-;-
GSB;181901;-;-;-;-;-;-;-8.0;-;-
GSB;181902;-;-;-;-;-;-;-9.7;-;-
GSB;181903;-;-;-;-;-;-;-11.1;-;-
GSB;181904;-;-;-;-;-;-;-0.3;-;-
GSB;181905;-;-;-;-;-;-;1.7;-;-
GSB;181906;-;-;-;-;-;-;4.0;-;-
GSB;181907;-;-;-;-;-;-;6.3;-;-
GSB;181908;-;-;-;-;-;-;5.8;-;-
GSB;181909;-;-;-;-;-;-;4.7;-;-
GSB;181910;-;-;-;-;-;-;-0.6;-;-
GSB;181911;-;-;-;-;-;-;-6.1;-;-
GSB;181912;-;-;-;-;-;-;-7.8;-;-
GSB;182001;-;-;-;-;-;-;-9.4;-;-
GSB;182002;-;-;-;-;-;-;-7.3;-;-
GSB;182003;-;-;-;-;-;-;-8.6;-;-
GSB;182004;-;-;-;-;-;-;-1.5;-;-
GSB;182005;-;-;-;-;-;-;2.5;-;-
GSB;182006;-;-;-;-;-;-;2.9;-;-
GSB;182007;-;-;-;-;-;-;5.3;-;-
GSB;182008;-;-;-;-;-;-;8.7;-;-
GSB;182009;-;-;-;-;-;-;2.1;-;-
GSB;182010;-;-;-;-;-;-;-3.0;-;-
GSB;182011;-;-;-;-;-;-;-6.7;-;-
GSB;182012;-;-;-;-;-;-;-6.0;-;-
GSB;182101;-;-;-;-;-;-;-4.8;-;-
GSB;182102;-;-;-;-;-;-;-8.1;-;-
GSB;182103;-;-;-;-;-;-;-6.1;-;-
GSB;182104;-;-;-;-;-;-;-2.0;-;-
GSB;182105;-;-;-;-;-;-;0.5;-;-
GSB;182106;-;-;-;-;-;-;1.7;-;-
GSB;182107;-;-;-;-;-;-;4.5;-;-
GSB;182108;-;-;-;-;-;-;8.0;-;-
GSB;182109;-;-;-;-;-;-;3.9;-;-
GSB;182110;-;-;-;-;-;-;-0.7;-;-
GSB;182111;-;-;-;-;-;-;-1.5;-;-
GSB;182112;-;-;-;-;-;-;-5.2;-;-
GSB;182201;-;-;-;-;-;-;-10.2;-;-
GSB;182202;-;-;-;-;-;-;-5.1;-;-
GSB;182203;-;-;-;-;-;-;-1.6;-;-
GSB;182204;-;-;-;-;-;-;-2.5;-;-
GSB;182205;-;-;-;-;-;-;3.0;-;-
GSB;182206;-;-;-;-;-;-;8.7;-;-
GSB;182207;-;-;-;-;-;-;6.8;-;-
GSB;182208;-;-;-;-;-;-;6.4;-;-
GSB;182209;-;-;-;-;-;-;5.2;-;-
GSB;182210;-;-;-;-;-;-;1.1;-;-
GSB;182211;-;-;-;-;-;-;-0.8;-;-
GSB;182212;-;-;-;-;-;-;-9.5;-;-
GSB;182301;-;-;-;-;-;-;-9.5;-;-
GSB;182302;-;-;-;-;-;-;-7.7;-;-
GSB;182303;-;-;-;-;-;-;-7.9;-;-
GSB;182304;-;-;-;-;-;-;-3.7;-;-
GSB;182305;-;-;-;-;-;-;2.8;-;-
GSB;182306;-;-;-;-;-;-;2.1;-;-
GSB;182307;-;-;-;-;-;-;4.7;-;-
GSB;182308;-;-;-;-;-;-;8.1;-;-
GSB;182309;-;-;-;-;-;-;5.6;-;-
GSB;182310;-;-;-;-;-;-;-0.5;-;-
GSB;182311;-;-;-;-;-;-;-3.9;-;-
GSB;182312;-;-;-;-;-;-;-7.0;-;-
GSB;182401;-;-;-;-;-;-;-9.0;-;-
GSB;182402;-;-;-;-;-;-;-6.1;-;-
GSB;182403;-;-;-;-;-;-;-9.3;-;-
GSB;182404;-;-;-;-;-;-;-3.6;-;-
GSB;182405;-;-;-;-;-;-;0.4;-;-
GSB;182406;-;-;-;-;-;-;2.9;-;-
GSB;182407;-;-;-;-;-;-;8.4;-;-
GSB;182408;-;-;-;-;-;-;6.7;-;-
GSB;182409;-;-;-;-;-;-;4.6;-;-
GSB;182410;-;-;-;-;-;-;-0.6;-;-
GSB;182411;-;-;-;-;-;-;-2.3;-;-
GSB;182412;-;-;-;-;-;-;-4.0;-;-
GSB;182501;-;-;-;-;-;-;-8.8;-;-
GSB;182502;-;-;-;-;-;-;-8.7;-;-
GSB;182503;-;-;-;-;-;-;-7.8;-;-
GSB;182504;-;-;-;-;-;-;-1.7;-;-
GSB;182505;-;-;-;-;-;-;2.6;-;-
GSB;182506;-;-;-;-;-;-;4.9;-;-
GSB;182507;-;-;-;-;-;-;6.0;-;-
GSB;182508;-;-;-;-;-;-;6.2;-;-
GSB;182509;-;-;-;-;-;-;5.3;-;-
GSB;182510;-;-;-;-;-;-;0.1;-;-
GSB;182511;-;-;-;-;-;-;-4.1;-;-
GSB;182512;-;-;-;-;-;-;-6.0;-;-
GSB;182601;-;-;-;-;-;-;-11.1;-;-
GSB;182602;-;-;-;-;-;-;-6.6;-;-
GSB;182603;-;-;-;-;-;-;-7.6;-;-
GSB;182604;-;-;-;-;-;-;-3.0;-;-
GSB;182605;-;-;-;-;-;-;-0.1;-;-
GSB;182606;-;-;-;-;-;-;4.4;-;-
GSB;182607;-;-;-;-;-;-;6.0;-;-
GSB;182608;-;-;-;-;-;-;8.0;-;-
GSB;182609;-;-;-;-;-;-;4.1;-;-
GSB;182610;-;-;-;-;-;-;-1.4;-;-
GSB;182611;-;-;-;-;-;-;-9.1;-;-
GSB;182612;-;-;-;-;-;-;-7.6;-;-
GSB;182701;-;-;-;-;-;-;-12.8;-;-
GSB;182702;-;-;-;-;-;-;-11.6;-;-
GSB;182703;-;-;-;-;-;-;-5.8;-;-
GSB;182704;-;-;-;-;-;-;-3.7;-;-
GSB;182705;-;-;-;-;-;-;1.2;-;-
GSB;182706;-;-;-;-;-;-;4.0;-;-
GSB;182707;-;-;-;-;-;-;7.7;-;-
GSB;182708;-;-;-;-;-;-;4.1;-;-
GSB;182709;-;-;-;-;-;-;1.5;-;-
GSB;182710;-;-;-;-;-;-;0.6;-;-
GSB;182711;-;-;-;-;-;-;-7.6;-;-
GSB;182712;-;-;-;-;-;-;-5.3;-;-
GSB;182801;-;-;-;-;-;-;-4.4;-;-
GSB;182802;-;-;-;-;-;-;-8.7;-;-
GSB;182803;-;-;-;-;-;-;-3.4;-;-
GSB;182804;-;-;-;-;-;-;-2.6;-;-
GSB;182805;-;-;-;-;-;-;2.5;-;-
GSB;182806;-;-;-;-;-;-;5.4;-;-
GSB;182807;-;-;-;-;-;-;5.9;-;-
GSB;182808;-;-;-;-;-;-;5.5;-;-
GSB;182809;-;-;-;-;-;-;4.8;-;-
GSB;182810;-;-;-;-;-;-;-1.3;-;-
GSB;182811;-;-;-;-;-;-;-3.1;-;-
GSB;182812;-;-;-;-;-;-;-3.6;-;-
GSB;182901;-;-;-;-;-;-;-12.2;-;-
GSB;182902;-;-;-;-;-;-;-10.4;-;-
GSB;182903;-;-;-;-;-;-;-4.8;-;-
GSB;182904;-;-;-;-;-;-;-3.2;-;-
GSB;182905;-;-;-;-;-;-;1.9;-;-
GSB;182906;-;-;-;-;-;-;2.7;-;-
GSB;182907;-;-;-;-;-;-;5.2;-;-
GSB;182908;-;-;-;-;-;-;2.8;-;-
GSB;182909;-;-;-;-;-;-;1.3;-;-
GSB;182910;-;-;-;-;-;-;-1.6;-;-
GSB;182911;-;-;-;-;-;-;-6.0;-;-
GSB;182912;-;-;-;-;-;-;-11.1;-;-
GSB;183001;-;-;-;-;-;-;-11.7;-;-
GSB;183002;-;-;-;-;-;-;-7.6;-;-
GSB;183003;-;-;-;-;-;-;-4.7;-;-
GSB;183004;-;-;-;-;-;-;-3.2;-;-
GSB;183005;-;-;-;-;-;-;2.1;-;-
GSB;183006;-;-;-;-;-;-;3.3;-;-
GSB;183007;-;-;-;-;-;-;7.2;-;-
GSB;183008;-;-;-;-;-;-;6.6;-;-
GSB;183009;-;-;-;-;-;-;1.2;-;-
GSB;183010;-;-;-;-;-;-;0.8;-;-
GSB;183011;-;-;-;-;-;-;-4.1;-;-
GSB;183012;-;-;-;-;-;-;-9.4;-;-
GSB;183101;-;-;-;-;-;-;-9.2;-;-
GSB;183102;-;-;-;-;-;-;-6.9;-;-
GSB;183103;-;-;-;-;-;-;-4.9;-;-
GSB;183104;-;-;-;-;-;-;-1.8;-;-
GSB;183105;-;-;-;-;-;-;2.8;-;-
GSB;183106;-;-;-;-;-;-;4.5;-;-
GSB;183107;-;-;-;-;-;-;5.3;-;-
GSB;183108;-;-;-;-;-;-;5.1;-;-
GSB;183109;-;-;-;-;-;-;1.3;-;-
GSB;183110;-;-;-;-;-;-;2.2;-;-
GSB;183111;-;-;-;-;-;-;-4.3;-;-
GSB;183112;-;-;-;-;-;-;-7.2;-;-
GSB;183201;-;-;-;-;-;-;-7.4;-;-
GSB;183202;-;-;-;-;-;-;-7.5;-;-
GSB;183203;-;-;-;-;-;-;-5.6;-;-
GSB;183204;-;-;-;-;-;-;-3.9;-;-
GSB;183205;-;-;-;-;-;-;1.3;-;-
GSB;183206;-;-;-;-;-;-;3.0;-;-
GSB;183207;-;-;-;-;-;-;7.1;-;-
GSB;183208;-;-;-;-;-;-;8.4;-;-
GSB;183209;-;-;-;-;-;-;4.6;-;-
GSB;183210;-;-;-;-;-;-;0.1;-;-
GSB;183211;-;-;-;-;-;-;-5.3;-;-
GSB;183212;-;-;-;-;-;-;-6.8;-;-
GSB;183301;-;-;-;-;-;-;-7.1;-;-
GSB;183302;-;-;-;-;-;-;-6.5;-;-
GSB;183303;-;-;-;-;-;-;-7.2;-;-
GSB;183304;-;-;-;-;-;-;-4.7;-;-
GSB;183305;-;-;-;-;-;-;4.5;-;-
GSB;183306;-;-;-;-;-;-;5.0;-;-
GSB;183307;-;-;-;-;-;-;3.0;-;-
GSB;183308;-;-;-;-;-;-;4.5;-;-
GSB;183309;-;-;-;-;-;-;1.5;-;-
GSB;183310;-;-;-;-;-;-;0.0;-;-
GSB;183311;-;-;-;-;-;-;-3.5;-;-
GSB;183312;-;-;-;-;-;-;-5.0;-;-
GSB;183401;-;-;-;-;-;-;-5.9;-;-
GSB;183402;-;-;-;-;-;-;-7.3;-;-
GSB;183403;-;-;-;-;-;-;-4.7;-;-
GSB;183404;-;-;-;-;-;-;-4.6;-;-
GSB;183405;-;-;-;-;-;-;3.5;-;-
GSB;183406;-;-;-;-;-;-;5.0;-;-
GSB;183407;-;-;-;-;-;-;7.5;-;-
GSB;183408;-;-;-;-;-;-;7.0;-;-
GSB;183409;-;-;-;-;-;-;8.2;-;-
GSB;183410;-;-;-;-;-;-;-0.7;-;-
GSB;183411;-;-;-;-;-;-;-2.8;-;-
GSB;183412;-;-;-;-;-;-;-7.5;-;-
GSB;183501;-;-;-;-;-;-;-6.4;-;-
GSB;183502;-;-;-;-;-;-;-7.2;-;-
GSB;183503;-;-;-;-;-;-;-6.0;-;-
GSB;183504;-;-;-;-;-;-;-4.2;-;-
GSB;183505;-;-;-;-;-;-;1.5;-;-
GSB;183506;-;-;-;-;-;-;4.5;-;-
GSB;183507;-;-;-;-;-;-;9.0;-;-
GSB;183508;-;-;-;-;-;-;5.2;-;-
GSB;183509;-;-;-;-;-;-;2.7;-;-
GSB;183510;-;-;-;-;-;-;-2.9;-;-
GSB;183511;-;-;-;-;-;-;-6.1;-;-
GSB;183512;-;-;-;-;-;-;-7.6;-;-
GSB;183601;-;-;-;-;-;-;-9.3;-;-
GSB;183602;-;-;-;-;-;-;-9.8;-;-
GSB;183603;-;-;-;-;-;-;-3.1;-;-
GSB;183604;-;-;-;-;-;-;-4.5;-;-
GSB;183605;-;-;-;-;-;-;-0.7;-;-
GSB;183606;-;-;-;-;-;-;5.7;-;-
GSB;183607;-;-;-;-;-;-;7.5;-;-
GSB;183608;-;-;-;-;-;-;7.2;-;-
GSB;183609;-;-;-;-;-;-;2.1;-;-
GSB;183610;-;-;-;-;-;-;-0.4;-;-
GSB;183611;-;-;-;-;-;-;-6.0;-;-
GSB;183612;-;-;-;-;-;-;-7.7;-;-
GSB;183701;-;-;-;-;-;-;-8.5;-;-
GSB;183702;-;-;-;-;-;-;-8.9;-;-
GSB;183703;-;-;-;-;-;-;-11.1;-;-
GSB;183704;-;-;-;-;-;-;-5.2;-;-
GSB;183705;-;-;-;-;-;-;-1.7;-;-
GSB;183706;-;-;-;-;-;-;6.2;-;-
GSB;183707;-;-;-;-;-;-;5.4;-;-
GSB;183708;-;-;-;-;-;-;8.4;-;-
GSB;183709;-;-;-;-;-;-;2.5;-;-
GSB;183710;-;-;-;-;-;-;-1.1;-;-
GSB;183711;-;-;-;-;-;-;-7.3;-;-
GSB;183712;-;-;-;-;-;-;-6.0;-;-
GSB;183801;-;-;-;-;-;-;-10.8;-;-
GSB;183802;-;-;-;-;-;-;-9.9;-;-
GSB;183803;-;-;-;-;-;-;-6.3;-;-
GSB;183804;-;-;-;-;-;-;-5.8;-;-
GSB;183805;-;-;-;-;-;-;1.8;-;-
GSB;183806;-;-;-;-;-;-;4.5;-;-
GSB;183807;-;-;-;-;-;-;5.6;-;-
GSB;183808;-;-;-;-;-;-;5.4;-;-
GSB;183809;-;-;-;-;-;-;3.0;-;-
GSB;183810;-;-;-;-;-;-;0.1;-;-
GSB;183811;-;-;-;-;-;-;-4.7;-;-
GSB;183812;-;-;-;-;-;-;-8.5;-;-
GSB;183901;-;-;-;-;-;-;-9.8;-;-
GSB;183902;-;-;-;-;-;-;-7.0;-;-
GSB;183903;-;-;-;-;-;-;-6.5;-;-
GSB;183904;-;-;-;-;-;-;-5.4;-;-
GSB;183905;-;-;-;-;-;-;0.5;-;-
GSB;183906;-;-;-;-;-;-;6.7;-;-
GSB;183907;-;-;-;-;-;-;7.8;-;-
GSB;183908;-;-;-;-;-;-;4.9;-;-
GSB;183909;-;-;-;-;-;-;3.1;-;-
GSB;183910;-;-;-;-;-;-;-0.1;-;-
GSB;183911;-;-;-;-;-;-;-3.1;-;-
GSB;183912;-;-;-;-;-;-;-5.5;-;-
GSB;184001;-;-;-;-;-;-;-6.7;-;-
GSB;184002;-;-;-;-;-;-;-9.9;-;-
GSB;184003;-;-;-;-;-;-;-10.9;-;-
GSB;184004;-;-;-;-;-;-;-2.7;-;-
GSB;184005;-;-;-;-;-;-;1.0;-;-
GSB;184006;-;-;-;-;-;-;4.9;-;-
GSB;184007;-;-;-;-;-;-;4.9;-;-
GSB;184008;-;-;-;-;-;-;7.5;-;-
GSB;184009;-;-;-;-;-;-;2.2;-;-
GSB;184010;-;-;-;-;-;-;-2.0;-;-
GSB;184011;-;-;-;-;-;-;-3.6;-;-
GSB;184012;-;-;-;-;-;-;-8.0;-;-
GSB;184101;-;-;-;-;-;-;-11.5;-;-
GSB;184102;-;-;-;-;-;-;-8.0;-;-
GSB;184103;-;-;-;-;-;-;-4.1;-;-
GSB;184104;-;-;-;-;-;-;-3.7;-;-
GSB;184105;-;-;-;-;-;-;3.2;-;-
GSB;184106;-;-;-;-;-;-;2.8;-;-
GSB;184107;-;-;-;-;-;-;5.0;-;-
GSB;184108;-;-;-;-;-;-;5.1;-;-
GSB;184109;-;-;-;-;-;-;2.1;-;-
GSB;184110;-;-;-;-;-;-;-0.6;-;-
GSB;184111;-;-;-;-;-;-;-5.5;-;-
GSB;184112;-;-;-;-;-;-;-8.8;-;-
GSB;184201;-;-;-;-;-;-;-13.6;-;-
GSB;184202;-;-;-;-;-;-;-8.7;-;-
GSB;184203;-;-;-;-;-;-;-8.8;-;-
GSB;184204;-;-;-;-;-;-;-4.7;-;-
GSB;184205;-;-;-;-;-;-;1.5;-;-
GSB;184206;-;-;-;-;-;-;6.2;-;-
GSB;184207;-;-;-;-;-;-;6.3;-;-
GSB;184208;-;-;-;-;-;-;7.2;-;-
GSB;184209;-;-;-;-;-;-;2.5;-;-
GSB;184210;-;-;-;-;-;-;-2.4;-;-
GSB;184211;-;-;-;-;-;-;-6.1;-;-
GSB;184212;-;-;-;-;-;-;-3.9;-;-
GSB;184301;-;-;-;-;-;-;-9.8;-;-
GSB;184302;-;-;-;-;-;-;-6.8;-;-
GSB;184303;-;-;-;-;-;-;-6.5;-;-
GSB;184304;-;-;-;-;-;-;-2.8;-;-
GSB;184305;-;-;-;-;-;-;0.8;-;-
GSB;184306;-;-;-;-;-;-;2.4;-;-
GSB;184307;-;-;-;-;-;-;4.4;-;-
GSB;184308;-;-;-;-;-;-;6.0;-;-
GSB;184309;-;-;-;-;-;-;3.0;-;-
GSB;184310;-;-;-;-;-;-;-0.7;-;-
GSB;184311;-;-;-;-;-;-;-5.0;-;-
GSB;184312;-;-;-;-;-;-;-2.8;-;-
GSB;184401;-;-;-;-;-;-;-10.2;-;-
GSB;184402;-;-;-;-;-;-;-10.8;-;-
GSB;184403;-;-;-;-;-;-;-8.4;-;-
GSB;184404;-;-;-;-;-;-;-0.3;-;-
GSB;184405;-;-;-;-;-;-;-0.6;-;-
GSB;184406;-;-;-;-;-;-;5.6;-;-
GSB;184407;-;-;-;-;-;-;5.4;-;-
GSB;184408;-;-;-;-;-;-;4.0;-;-
GSB;184409;-;-;-;-;-;-;3.4;-;-
GSB;184410;-;-;-;-;-;-;-0.4;-;-
GSB;184411;-;-;-;-;-;-;-4.0;-;-
GSB;184412;-;-;-;-;-;-;-9.1;-;-
GSB;184501;-;-;-;-;-;-;-8.1;-;-
GSB;184502;-;-;-;-;-;-;-11.7;-;-
GSB;184503;-;-;-;-;-;-;-7.7;-;-
GSB;184504;-;-;-;-;-;-;-3.2;-;-
GSB;184505;-;-;-;-;-;-;-1.6;-;-
GSB;184506;-;-;-;-;-;-;4.6;-;-
GSB;184507;-;-;-;-;-;-;5.7;-;-
GSB;184508;-;-;-;-;-;-;3.1;-;-
GSB;184509;-;-;-;-;-;-;2.2;-;-
GSB;184510;-;-;-;-;-;-;0.9;-;-
GSB;184511;-;-;-;-;-;-;-4.5;-;-
GSB;184512;-;-;-;-;-;-;-7.8;-;-
GSB;184601;-;-;-;-;-;-;-7.1;-;-
GSB;184602;-;-;-;-;-;-;-6.2;-;-
GSB;184603;-;-;-;-;-;-;-5.1;-;-
GSB;184604;-;-;-;-;-;-;-2.7;-;-
GSB;184605;-;-;-;-;-;-;2.5;-;-
GSB;184606;-;-;-;-;-;-;7.2;-;-
GSB;184607;-;-;-;-;-;-;8.4;-;-
GSB;184608;-;-;-;-;-;-;6.8;-;-
GSB;184609;-;-;-;-;-;-;4.0;-;-
GSB;184610;-;-;-;-;-;-;-1.3;-;-
GSB;184611;-;-;-;-;-;-;-3.8;-;-
GSB;184612;-;-;-;-;-;-;-12.3;-;-
GSB;184701;-;-;-;-;-;-;-8.8;-;-
GSB;184702;-;-;-;-;-;-;-11.3;-;-
GSB;184703;-;-;-;-;-;-;-8.2;-;-
GSB;184704;-;-;-;-;-;-;-5.3;-;-
GSB;184705;-;-;-;-;-;-;4.5;-;-
GSB;184706;-;-;-;-;-;-;1.7;-;-
GSB;184707;-;-;-;-;-;-;7.3;-;-
GSB;184708;-;-;-;-;-;-;5.8;-;-
GSB;184709;-;-;-;-;-;-;1.7;-;-
GSB;184710;-;-;-;-;-;-;-0.5;-;-
GSB;184711;-;-;-;-;-;-;-7.5;-;-
GSB;184712;-;-;-;-;-;-;-6.9;-;-
GSB;184801;-;-;-;-;-;-;-12.2;-;-
GSB;184802;-;-;-;-;-;-;-6.8;-;-
GSB;184803;-;-;-;-;-;-;-7.4;-;-
GSB;184804;-;-;-;-;-;-;-1.3;-;-
GSB;184805;-;-;-;-;-;-;3.3;-;-
GSB;184806;-;-;-;-;-;-;5.0;-;-
GSB;184807;-;-;-;-;-;-;7.3;-;-
GSB;184808;-;-;-;-;-;-;7.2;-;-
GSB;184809;-;-;-;-;-;-;2.8;-;-
GSB;184810;-;-;-;-;-;-;-1.5;-;-
GSB;184811;-;-;-;-;-;-;-5.5;-;-
GSB;184812;-;-;-;-;-;-;-5.3;-;-
GSB;184901;-;-;-;-;-;-;-7.6;-;-
GSB;184902;-;-;-;-;-;-;-5.5;-;-
GSB;184903;-;-;-;-;-;-;-7.4;-;-
GSB;184904;-;-;-;-;-;-;-5.8;-;-
GSB;184905;-;-;-;-;-;-;1.6;-;-
GSB;184906;-;-;-;-;-;-;6.5;-;-
GSB;184907;-;-;-;-;-;-;6.7;-;-
GSB;184908;-;-;-;-;-;-;5.3;-;-
GSB;184909;-;-;-;-;-;-;2.8;-;-
GSB;184910;-;-;-;-;-;-;1.0;-;-
GSB;184911;-;-;-;-;-;-;-3.0;-;-
GSB;184912;-;-;-;-;-;-;-10.5;-;-
GSB;185001;-;-;-;-;-;-;-10.8;-;-
GSB;185002;-;-;-;-;-;-;-5.5;-;-
GSB;185003;-;-;-;-;-;-;-8.0;-;-
GSB;185004;-;-;-;-;-;-;-3.4;-;-
GSB;185005;-;-;-;-;-;-;-1.3;-;-
GSB;185006;-;-;-;-;-;-;5.0;-;-
GSB;185007;-;-;-;-;-;-;5.6;-;-
GSB;185008;-;-;-;-;-;-;5.1;-;-
GSB;185009;-;-;-;-;-;-;1.4;-;-
GSB;185010;-;-;-;-;-;-;-3.5;-;-
GSB;185011;-;-;-;-;-;-;-3.5;-;-
GSB;185012;-;-;-;-;-;-;-6.3;-;-
GSB;185101;-;-;-;-;-;-;-7.6;-;-
GSB;185102;-;-;-;-;-;-;-8.7;-;-
GSB;185103;-;-;-;-;-;-;-8.8;-;-
GSB;185104;-;-;-;-;-;-;-2.9;-;-
GSB;185105;-;-;-;-;-;-;-1.5;-;-
GSB;185106;-;-;-;-;-;-;5.1;-;-
GSB;185107;-;-;-;-;-;-;4.7;-;-
GSB;185108;-;-;-;-;-;-;6.1;-;-
GSB;185109;-;-;-;-;-;-;0.5;-;-
GSB;185110;-;-;-;-;-;-;0.7;-;-
GSB;185111;-;-;-;-;-;-;-12.4;-;-
GSB;185112;-;-;-;-;-;-;-6.9;-;-
GSB;185201;-;-;-;-;-;-;-6.9;-;-
GSB;185202;-;-;-;-;-;-;-9.7;-;-
GSB;185203;-;-;-;-;-;-;-7.6;-;-
GSB;185204;-;-;-;-;-;-;-3.8;-;-
GSB;185205;-;-;-;-;-;-;-0.1;-;-
GSB;185206;-;-;-;-;-;-;2.7;-;-
GSB;185207;-;-;-;-;-;-;6.7;-;-
GSB;185208;-;-;-;-;-;-;4.8;-;-
GSB;185209;-;-;-;-;-;-;2.1;-;-
GSB;185210;-;-;-;-;-;-;-0.7;-;-
GSB;185211;-;-;-;-;-;-;-1.8;-;-
GSB;185212;-;-;-;-;-;-;-3.6;-;-
GSB;185301;-;-;-;-;-;-;-7.8;-;-
GSB;185302;-;-;-;-;-;-;-14.1;-;-
GSB;185303;-;-;-;-;-;-;-11.2;-;-
GSB;185304;-;-;-;-;-;-;-5.7;-;-
GSB;185305;-;-;-;-;-;-;-0.8;-;-
GSB;185306;-;-;-;-;-;-;3.4;-;-
GSB;185307;-;-;-;-;-;-;6.7;-;-
GSB;185308;-;-;-;-;-;-;7.4;-;-
GSB;185309;-;-;-;-;-;-;3.1;-;-
GSB;185310;-;-;-;-;-;-;-1.0;-;-
GSB;185311;-;-;-;-;-;-;-4.6;-;-
GSB;185312;-;-;-;-;-;-;-11.0;-;-
GSB;185401;-;-;-;-;-;-;-7.7;-;-
GSB;185402;-;-;-;-;-;-;-11.8;-;-
GSB;185403;-;-;-;-;-;-;-5.9;-;-
GSB;185404;-;-;-;-;-;-;-2.5;-;-
GSB;185405;-;-;-;-;-;-;0.2;-;-
GSB;185406;-;-;-;-;-;-;2.9;-;-
GSB;185407;-;-;-;-;-;-;5.9;-;-
GSB;185408;-;-;-;-;-;-;5.4;-;-
GSB;185409;-;-;-;-;-;-;5.1;-;-
GSB;185410;-;-;-;-;-;-;-0.5;-;-
GSB;185411;-;-;-;-;-;-;-8.3;-;-
GSB;185412;-;-;-;-;-;-;-9.4;-;-
GSB;185501;-;-;-;-;-;-;-10.4;-;-
GSB;185502;-;-;-;-;-;-;-7.9;-;-
GSB;185503;-;-;-;-;-;-;-8.3;-;-
GSB;185504;-;-;-;-;-;-;-4.1;-;-
GSB;185505;-;-;-;-;-;-;-2.0;-;-
GSB;185506;-;-;-;-;-;-;2.9;-;-
GSB;185507;-;-;-;-;-;-;5.6;-;-
GSB;185508;-;-;-;-;-;-;7.3;-;-
GSB;185509;-;-;-;-;-;-;3.9;-;-
GSB;185510;-;-;-;-;-;-;0.6;-;-
GSB;185511;-;-;-;-;-;-;-6.0;-;-
GSB;185512;-;-;-;-;-;-;-11.4;-;-
GSB;185601;-;-;-;-;-;-;-7.5;-;-
GSB;185602;-;-;-;-;-;-;-5.0;-;-
GSB;185603;-;-;-;-;-;-;-5.4;-;-
GSB;185604;-;-;-;-;-;-;-2.9;-;-
GSB;185605;-;-;-;-;-;-;-1.5;-;-
GSB;185606;-;-;-;-;-;-;4.5;-;-
GSB;185607;-;-;-;-;-;-;5.3;-;-
GSB;185608;-;-;-;-;-;-;8.1;-;-
GSB;185609;-;-;-;-;-;-;0.5;-;-
GSB;185610;-;-;-;-;-;-;1.0;-;-
GSB;185611;-;-;-;-;-;-;-8.3;-;-
GSB;185612;-;-;-;-;-;-;-8.2;-;-
GSB;185701;-;-;-;-;-;-;-11.9;-;-
GSB;185702;-;-;-;-;-;-;-8.7;-;-
GSB;185703;-;-;-;-;-;-;-6.2;-;-
GSB;185704;-;-;-;-;-;-;-5.0;-;-
GSB;185705;-;-;-;-;-;-;0.4;-;-
GSB;185706;-;-;-;-;-;-;3.4;-;-
GSB;185707;-;-;-;-;-;-;7.5;-;-
GSB;185708;-;-;-;-;-;-;6.0;-;-
GSB;185709;-;-;-;-;-;-;4.3;-;-
GSB;185710;-;-;-;-;-;-;-0.4;-;-
GSB;185711;-;-;-;-;-;-;-3.4;-;-
GSB;185712;-;-;-;-;-;-;-4.5;-;-
GSB;185801;-;-;-;-;-;-;-11.1;-;-
GSB;185802;-;-;-;-;-;-;-10.2;-;-
GSB;185803;-;-;-;-;-;-;-7.7;-;-
GSB;185804;-;-;-;-;-;-;-1.2;-;-
GSB;185805;-;-;-;-;-;-;-1.1;-;-
GSB;185806;-;-;-;-;-;-;6.8;-;-
GSB;185807;-;-;-;-;-;-;4.1;-;-
GSB;185808;-;-;-;-;-;-;4.2;-;-
GSB;185809;-;-;-;-;-;-;4.8;-;-
GSB;185810;-;-;-;-;-;-;-0.4;-;-
GSB;185811;-;-;-;-;-;-;-7.0;-;-
GSB;185812;-;-;-;-;-;-;-8.3;-;-
GSB;185901;-;-;-;-;-;-;-9.0;-;-
GSB;185902;-;-;-;-;-;-;-8.7;-;-
GSB;185903;-;-;-;-;-;-;-4.9;-;-
GSB;185904;-;-;-;-;-;-;-3.0;-;-
GSB;185905;-;-;-;-;-;-;0.6;-;-
GSB;185906;-;-;-;-;-;-;3.3;-;-
GSB;185907;-;-;-;-;-;-;9.6;-;-
GSB;185908;-;-;-;-;-;-;8.2;-;-
GSB;185909;-;-;-;-;-;-;3.5;-;-
GSB;185910;-;-;-;-;-;-;0.6;-;-
GSB;185911;-;-;-;-;-;-;-4.5;-;-
GSB;185912;-;-;-;-;-;-;-11.2;-;-
GSB;186001;-;-;-;-;-;-;-7.7;-;-
