stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;sre000m0;ure200m0
BER;195202;-;28;69;949.9;74.0;-1.1;-11.7;8.0;4902;74.9
BER;195203;-;2;74;945.4;99.9;5.5;-4.5;15.6;6312;74.2
BER;195204;-;0;55;949.6;66.9;10.2;-3.7;22.3;11406;65.5
BER;195205;-;0;51;950.0;69.5;13.8;3.9;22.8;16373;65.2
BER;195206;-;0;53;952.4;87.5;17.7;9.0;30.5;15786;72.1
BER;195207;-;0;38;951.8;32.3;20.9;9.9;33.9;18588;64.0
BER;195208;-;0;53;949.5;148.1;18.3;9.3;31.8;14442;72.0
BER;195209;-;0;69;948.6;120.2;10.9;2.8;21.5;7176;81.8
BER;195210;-;0;79;948.5;177.0;8.4;-0.7;16.9;5160;83.8
BER;195211;-;1;91;945.7;157.6;3.0;-5.5;13.4;2400;87.9
BER;195212;-;1;90;945.8;109.1;0.5;-4.8;10.1;1254;86.7
BER;195301;-;5;77;950.9;25.9;-3.4;-10.5;7.1;2958;88.1
BER;195302;-;8;64;949.2;30.5;-0.9;-12.8;9.0;5280;79.9
BER;195303;-;0;32;958.8;4.5;5.2;-4.3;19.4;14472;65.4
BER;195304;-;0;55;946.9;76.7;9.6;0.7;21.1;10764;72.7
BER;195305;-;0;55;949.6;83.6;14.3;-1.0;29.7;14016;65.1
BER;195306;-;0;77;946.3;138.0;14.7;3.3;24.7;8580;76.0
BER;195307;-;0;59;951.0;117.6;17.8;9.0;29.0;13704;70.6
BER;195308;-;0;44;953.3;71.2;17.5;8.6;29.5;15276;69.7
BER;195309;-;0;56;951.1;93.1;14.6;5.6;28.6;10464;77.3
BER;195310;-;0;66;951.3;34.2;10.1;0.8;18.7;6384;84.2
BER;195311;-;0;79;957.6;33.2;2.3;-2.0;10.7;3618;88.5
BER;195312;-;0;84;954.7;20.2;1.8;-5.9;10.8;1992;90.5
BER;195401;-;6;87;948.7;76.7;-2.4;-11.6;9.3;1848;80.8
BER;195402;-;2;74;943.1;83.3;-1.2;-14.4;10.5;3942;83.0
BER;195403;-;0;55;943.3;29.4;5.9;-3.5;16.7;9972;74.4
BER;195404;-;0;73;950.2;67.0;6.7;-1.1;19.4;7104;76.0
BER;195405;-;0;64;947.5;55.2;12.0;2.4;25.4;12084;68.3
BER;195406;-;0;67;949.4;120.3;16.2;7.3;29.2;12570;70.1
BER;195407;-;0;69;949.8;92.1;15.9;6.6;28.0;12378;73.6
BER;195408;-;0;64;948.3;203.0;15.7;7.6;29.7;10890;80.7
BER;195409;-;0;68;952.2;178.0;14.5;1.4;26.4;9450;80.8
BER;195410;-;0;57;952.9;72.6;9.1;1.7;21.8;8550;87.1
BER;195411;-;0;72;949.3;57.1;5.0;-4.4;14.9;5076;86.9
BER;195412;-;0;81;950.3;96.9;2.3;-2.9;8.6;2562;87.1
BER;195501;-;4;94;943.6;154.5;0.2;-11.0;11.5;1158;91.1
BER;195502;-;6;83;938.7;107.0;0.6;-11.6;10.4;2406;83.8
BER;195503;-;0;64;945.7;30.0;2.0;-7.8;20.5;8214;75.2
BER;195504;-;0;44;953.2;18.8;8.8;-2.4;24.9;14136;65.6
BER;195505;-;0;63;950.8;129.8;11.8;0.6;25.6;13530;69.2
BER;195506;-;0;67;950.2;163.2;15.6;4.0;27.0;11796;74.8
BER;195507;-;0;67;950.3;158.0;17.1;7.4;29.3;11694;76.2
BER;195508;-;0;59;951.5;115.3;16.2;6.1;25.8;13074;75.5
BER;195509;-;0;62;951.9;75.7;13.1;4.1;23.0;9366;80.4
BER;195510;-;0;66;949.2;24.0;7.3;-3.3;17.1;7338;80.2
BER;195511;-;0;75;951.9;10.7;2.3;-9.2;14.3;3995;86.5
BER;195512;-;0;87;947.9;102.7;3.2;-4.5;11.1;3570;88.7
BER;195601;-;0;85;947.4;96.3;1.2;-8.0;8.1;2538;88.1
BER;195602;-;2;65;946.8;4.7;-8.7;-21.6;7.4;5988;76.4
BER;195603;-;0;61;948.5;31.7;4.1;-7.9;18.1;9120;73.0
BER;195604;-;0;64;944.6;99.0;6.5;-4.4;19.1;9726;73.8
BER;195605;-;0;54;953.4;114.5;13.2;3.0;29.3;14322;70.0
BER;195606;-;0;70;952.0;75.7;13.7;4.8;25.2;10914;72.2
BER;195607;-;0;60;950.9;177.7;16.7;9.5;28.6;14640;75.0
BER;195608;-;0;71;948.5;206.7;14.9;7.0;28.4;10068;80.0
BER;195609;-;0;52;951.9;67.6;14.8;8.4;23.8;11904;81.9
BER;195610;-;0;73;954.4;119.4;7.1;-0.4;21.8;6150;88.7
BER;195611;-;0;83;951.1;32.8;1.6;-3.7;10.1;2460;85.8
BER;195612;-;0;65;955.2;17.6;0.0;-10.6;10.6;5472;87.9
BER;195701;-;9;68;955.3;30.0;-2.6;-14.2;11.0;5814;85.2
BER;195702;-;1;76;946.6;153.0;3.5;-3.5;13.9;5034;81.9
BER;195703;-;0;55;949.9;24.9;8.1;-3.8;20.2;10920;73.8
BER;195704;-;0;69;949.1;32.9;8.5;-2.3;20.6;9030;72.8
BER;195705;-;0;70;947.9;84.1;9.7;-1.5;23.3;10242;72.5
BER;195706;-;0;68;950.6;148.6;16.1;6.8;29.7;12252;77.5
BER;195707;-;0;60;950.9;117.4;17.6;9.1;33.5;13032;74.1
BER;195708;-;0;56;950.6;86.8;16.2;7.5;28.4;14100;75.4
BER;195709;-;0;62;951.1;139.5;13.1;4.2;25.6;9696;79.8
BER;195710;-;0;52;952.6;33.1;8.3;-0.9;21.0;11298;83.5
BER;195711;-;0;88;950.3;31.1;3.7;-2.8;14.1;1860;88.2
BER;195712;-;0;72;948.6;43.4;-0.4;-7.8;10.7;3720;84.3
BER;195801;-;5;82;948.4;77.4;-0.7;-11.4;10.3;3258;86.5
BER;195802;-;2;80;948.0;105.8;3.0;-8.2;17.4;4938;79.1
BER;195803;-;1;63;943.3;56.6;1.2;-8.4;16.5;8184;75.2
BER;195804;-;0;72;947.5;66.4;5.8;-3.0;20.3;8442;74.3
BER;195805;-;0;66;950.8;105.1;14.7;4.1;27.9;12594;70.6
BER;195806;-;0;60;948.7;151.1;15.1;6.8;26.1;13770;73.2
BER;195807;-;0;56;950.4;97.8;17.8;9.7;29.4;15803;75.4
BER;195808;-;0;60;949.8;158.2;17.8;8.6;32.0;14442;76.5
BER;195809;-;0;57;952.4;73.2;15.8;5.0;27.0;11718;81.5
BER;195810;-;0;78;954.7;101.1;8.2;-0.1;18.3;4716;88.8
BER;195811;-;0;95;951.7;41.4;3.5;-0.9;9.6;1056;91.6
BER;195812;-;0;81;942.0;68.6;1.8;-7.6;9.4;2082;86.2
BER;195901;-;4;69;947.9;107.0;-0.4;-9.5;9.9;4500;84.6
BER;195902;-;0;43;961.5;2.2;1.7;-4.6;15.0;9570;78.6
BER;195903;-;0;74;948.5;103.8;7.3;-0.1;17.2;7062;78.5
BER;195904;-;0;57;945.2;113.2;9.3;-1.9;23.4;12078;68.9
BER;195905;-;0;58;947.6;55.1;13.8;2.8;24.6;15546;67.1
BER;195906;-;0;66;952.3;126.7;16.8;5.6;27.6;12720;70.4
BER;195907;-;0;43;951.4;42.3;20.3;10.3;31.0;18438;66.4
BER;195908;-;0;51;951.3;67.5;17.3;8.4;27.2;14730;75.0
BER;195909;-;0;49;951.9;37.4;15.5;7.1;25.7;12474;79.8
BER;195910;-;0;63;951.8;84.3;8.7;0.5;20.0;7440;90.4
BER;195911;-;0;82;947.5;39.7;2.3;-3.1;11.2;2910;92.1
BER;195912;-;0;78;942.5;135.1;2.0;-5.2;11.2;3816;89.2
BER;196001;-;2;73;948.6;46.7;-0.8;-15.9;8.7;4902;86.0
BER;196002;-;2;69;944.9;82.7;2.2;-10.2;16.2;6204;81.6
BER;196003;-;0;70;943.5;48.3;6.1;-2.0;17.4;7632;76.2
BER;196004;-;0;65;949.6;41.1;8.4;0.3;19.9;11010;70.7
BER;196005;-;0;57;949.8;85.8;14.3;-0.1;26.6;16212;68.4
BER;196006;-;0;58;951.7;58.1;17.3;6.5;28.7;14868;72.1
BER;196007;-;0;67;949.8;122.8;16.0;7.7;26.7;11898;72.6
BER;196008;-;0;63;948.7;185.9;16.7;8.5;28.2;12822;76.0
BER;196009;-;0;72;948.8;141.6;12.1;4.4;24.3;7710;86.6
BER;196010;-;0;77;942.2;95.2;8.2;-0.4;19.1;6036;88.7
BER;196011;-;0;73;946.0;111.6;5.8;-1.0;14.0;4482;87.9
BER;196012;-;3;88;942.6;50.6;0.2;-8.6;12.5;2484;89.0
BER;196101;-;8;89;948.1;83.3;-0.2;-6.3;9.7;1686;90.2
BER;196102;-;0;62;956.4;64.5;5.1;-0.9;16.6;7344;79.2
BER;196103;-;0;40;957.2;32.2;6.7;-2.7;20.1;13530;71.1
BER;196104;-;0;72;944.7;113.2;11.3;3.0;22.8;8682;77.6
BER;196105;-;0;74;948.1;64.2;11.8;1.0;25.2;10800;74.0
BER;196106;-;0;61;950.4;132.1;16.9;7.0;29.3;13122;75.7
BER;196107;-;0;53;950.9;126.4;17.0;8.7;30.2;15174;74.2
BER;196108;-;0;52;953.5;111.5;17.2;7.5;29.7;15042;77.0
BER;196109;-;0;51;952.5;43.9;17.7;7.3;28.9;12528;79.6
BER;196110;-;0;68;948.9;86.5;10.1;0.3;20.5;7902;88.6
BER;196111;-;0;86;945.6;32.7;3.7;-2.1;11.1;2466;88.3
BER;196112;-;1;78;947.6;111.6;1.3;-10.2;15.3;3072;88.1
BER;196201;-;8;79;951.7;124.8;1.1;-9.0;10.9;4434;82.6
BER;196202;-;1;77;952.5;52.7;0.3;-10.0;9.2;4722;80.9
BER;196203;-;0;66;941.9;73.7;1.6;-6.7;15.2;8064;76.2
BER;196204;-;0;69;947.6;65.8;8.6;-0.5;24.0;11472;67.8
BER;196205;-;0;73;949.1;126.7;11.2;-1.3;27.6;9948;71.3
BER;196206;-;0;49;953.6;42.4;15.9;0.9;30.5;18390;64.3
BER;196207;-;0;63;950.9;48.4;17.6;3.6;31.9;14400;68.7
BER;196208;-;0;41;952.3;64.1;19.4;10.6;32.1;18786;69.5
BER;196209;-;0;51;951.0;52.5;14.2;1.9;31.2;11724;77.9
BER;196210;-;0;61;952.9;16.3;9.5;-0.6;22.9;9276;86.2
BER;196211;-;0;77;945.4;17.4;2.0;-8.0;16.3;3690;88.1
BER;196212;-;1;88;947.7;95.7;-3.1;-14.2;9.3;1662;90.5
BER;196301;-;24;70;947.7;79.3;-6.4;-21.8;5.3;3924;89.2
BER;196302;-;28;65;940.7;65.8;-4.2;-17.8;6.2;5220;85.0
BER;196303;-;7;67;948.6;111.1;2.9;-11.9;12.1;8388;77.3
BER;196304;-;0;77;945.5;39.7;9.6;-0.8;21.5;8022;72.9
BER;196305;-;0;66;949.4;60.2;12.2;1.0;24.4;11988;73.2
BER;196306;-;0;72;948.3;145.0;15.8;8.6;30.6;10590;76.5
BER;196307;-;0;56;952.1;93.3;19.1;10.7;29.5;16830;72.0
BER;196308;-;0;69;948.2;133.5;16.3;5.6;29.0;10470;77.7
BER;196309;-;0;72;951.6;59.1;14.9;5.7;25.2;8640;81.4
BER;196310;-;0;66;953.7;38.7;9.2;-0.6;19.7;8298;83.9
BER;196311;-;0;78;944.7;134.3;6.9;-0.4;15.2;5076;83.2
BER;196312;-;0;77;949.1;0.4;-2.9;-11.9;8.0;3690;88.3
BER;196401;-;1;93;960.4;11.9;-3.2;-8.2;3.7;1530;92.1
BER;196402;-;0;72;949.3;19.9;2.4;-6.8;15.5;6210;82.2
BER;196403;-;0;86;943.8;103.3;3.1;-7.7;13.0;2850;86.8
BER;196404;-;0;73;948.0;81.0;9.8;1.0;21.8;9618;72.0
BER;196405;-;0;65;951.3;119.2;14.7;5.3;26.9;12960;68.6
BER;196406;-;0;57;950.2;90.5;17.5;8.7;29.2;14382;68.0
BER;196407;-;0;40;952.4;36.2;20.2;9.4;32.7;19314;62.3
BER;196408;-;0;55;950.4;130.2;17.2;8.2;30.4;13140;71.0
BER;196409;-;0;55;954.1;66.3;14.8;3.4;27.0;11172;77.9
BER;196410;-;0;86;949.0;117.0;7.8;0.3;19.3;4200;83.2
BER;196411;-;0;90;952.4;48.1;5.0;-0.7;14.3;1656;87.1
BER;196412;-;4;87;947.5;32.3;-1.0;-13.5;5.4;1512;90.4
BER;196501;-;4;85;945.7;64.0;0.6;-7.8;14.1;2610;83.0
BER;196502;-;2;55;952.1;15.2;-2.4;-11.0;7.1;7698;75.4
BER;196503;-;3;67;948.9;118.2;4.1;-12.2;19.0;7998;74.5
BER;196504;-;0;76;945.6;125.2;7.1;-0.1;19.3;6630;75.7
BER;196505;-;0;72;948.7;113.0;12.4;3.4;26.3;10656;71.6
BER;196506;-;0;66;950.0;93.4;16.9;6.1;32.4;12030;72.1
BER;196507;-;0;70;949.3;240.8;16.4;6.3;29.3;10860;73.0
BER;196508;-;0;65;950.2;110.1;16.5;8.6;29.6;11646;72.6
BER;196509;-;0;69;947.3;176.5;12.1;4.8;24.0;8328;82.6
BER;196510;-;0;73;953.4;27.9;9.0;1.1;18.3;6234;90.6
BER;196511;-;1;91;943.0;144.0;3.9;-9.3;18.0;2148;87.2
BER;196512;-;1;84;943.6;143.5;3.0;-4.2;12.1;2472;84.3
BER;196601;-;3;73;946.0;61.6;-2.0;-16.4;11.6;3834;84.6
BER;196602;-;0;83;942.3;120.9;5.5;-1.8;13.3;4200;82.8
BER;196603;-;0;68;952.2;55.3;4.0;-3.6;13.9;8928;71.7
BER;196604;-;0;76;944.9;107.7;10.1;-0.1;19.2;8334;74.0
BER;196605;-;0;59;950.6;106.8;13.7;3.7;26.1;13752;68.7
BER;196606;-;0;55;950.2;64.6;17.8;6.8;29.7;15078;65.8
BER;196607;-;0;65;948.8;82.0;16.7;7.9;30.0;12822;69.2
BER;196608;-;0;70;949.5;187.3;16.1;6.0;32.2;10716;75.5
BER;196609;-;0;54;951.9;49.1;15.5;7.1;28.5;11214;79.6
BER;196610;-;0;76;943.7;60.7;11.7;-0.6;23.6;5928;86.7
BER;196611;-;1;86;947.0;72.4;2.1;-7.0;13.3;2898;85.0
BER;196612;-;2;87;947.0;98.6;1.6;-8.8;11.4;2070;84.4
BER;196701;-;3;82;952.6;65.3;-0.4;-13.7;10.9;3378;87.1
BER;196702;-;0;60;951.1;42.1;2.7;-9.3;14.9;6384;75.4
BER;196703;-;0;71;952.7;98.6;6.0;-1.4;16.8;7314;75.0
BER;196704;-;0;66;947.0;28.1;7.6;-1.6;20.5;10560;68.8
BER;196705;-;0;71;947.4;139.9;12.5;-1.2;26.0;11568;70.4
BER;196706;-;0;55;952.7;65.3;15.5;5.7;29.5;14052;69.7
BER;196707;-;0;50;952.5;49.0;20.3;9.5;31.4;17412;67.4
BER;196708;-;0;59;950.7;65.7;17.9;8.4;30.0;13038;73.4
BER;196709;-;0;70;949.4;74.3;13.9;6.0;27.6;8370;80.6
BER;196710;-;0;52;950.8;52.7;11.9;0.7;24.0;11718;78.2
BER;196711;-;0;89;950.1;94.1;4.2;-4.3;12.0;3030;88.5
BER;196712;-;2;75;949.8;77.3;-1.3;-13.6;10.0;3714;83.3
BER;196801;-;6;80;950.2;96.8;-0.8;-16.3;9.3;3630;84.7
BER;196802;-;1;76;944.3;61.3;1.7;-5.5;10.9;4686;84.3
BER;196803;-;0;65;949.8;36.0;5.3;-5.5;20.3;8778;69.1
BER;196804;-;0;62;947.8;97.0;9.8;-2.0;26.5;11664;70.7
BER;196805;-;0;74;948.0;85.0;12.0;0.6;23.5;10656;72.6
BER;196806;-;0;61;950.5;50.7;16.2;6.4;31.0;14388;67.2
BER;196807;-;0;54;952.2;136.6;17.7;8.0;31.5;14766;70.6
BER;196808;-;0;67;948.5;253.8;15.6;8.3;25.6;9840;79.9
BER;196809;-;0;70;949.3;185.0;13.4;5.5;21.6;9294;82.3
BER;196810;-;0;71;953.4;25.5;11.3;3.6;23.1;7242;85.9
BER;196811;-;0;91;946.2;54.5;3.7;-3.0;16.8;1494;89.4
BER;196812;-;0;89;944.1;68.5;-0.6;-9.8;8.4;2310;90.1
BER;196901;-;4;86;947.9;37.1;0.2;-11.1;7.7;3486;88.2
BER;196902;-;5;76;941.4;50.4;-1.0;-11.0;8.2;4188;80.9
BER;196903;-;0;80;943.3;44.4;4.3;-2.8;13.5;4608;79.1
BER;196904;-;0;72;948.2;91.9;8.2;-1.0;22.0;8112;70.6
BER;196905;-;0;59;947.3;70.7;14.1;3.3;28.6;13044;68.3
BER;196906;-;0;72;948.3;155.4;14.0;4.9;24.7;10602;75.3
BER;196907;-;0;46;954.7;101.6;19.1;8.1;30.5;16638;70.9
BER;196908;-;0;62;950.2;108.3;16.9;6.4;28.8;12402;74.9
BER;196909;-;0;63;950.8;60.9;14.9;7.4;24.1;9708;82.2
BER;196910;-;0;55;955.5;5.5;10.3;2.0;18.6;10104;83.9
BER;196911;-;0;70;945.5;90.4;4.8;-6.9;16.1;5802;80.8
BER;196912;-;2;87;945.3;52.4;-3.5;-11.6;5.8;2088;84.9
BER;197001;-;4;82;942.9;48.0;-1.0;-12.6;8.1;2454;89.9
BER;197002;-;5;90;944.2;140.0;1.3;-11.2;11.5;2496;81.3
BER;197003;-;5;79;944.8;77.7;2.1;-8.6;12.9;7476;75.1
BER;197004;-;0;80;948.3;130.7;6.2;-3.3;23.1;7668;74.3
BER;197005;-;0;67;949.1;63.2;12.0;2.5;23.4;10260;71.2
BER;197006;-;0;64;950.8;95.9;17.6;7.8;28.9;13254;70.3
BER;197007;-;0;58;951.1;78.4;18.2;6.1;30.0;13908;67.9
BER;197008;-;0;65;950.0;183.5;18.0;8.1;31.9;11106;76.3
BER;197009;-;0;51;953.0;56.5;15.1;5.0;25.6;12474;78.9
BER;197010;-;0;69;953.7;53.0;8.7;-0.3;19.3;7572;83.5
BER;197011;-;0;81;949.8;109.5;5.4;-2.4;20.2;4230;83.3
BER;197012;-;0;86;952.5;22.7;-0.4;-10.6;10.7;2304;84.8
BER;197101;-;5;68;946.0;42.9;-2.6;-16.5;8.3;5430;87.1
BER;197102;-;0;66;951.6;28.0;0.5;-7.0;8.5;6378;78.8
BER;197103;-;0;66;945.2;41.0;0.8;-12.8;14.2;6198;76.6
BER;197104;-;0;56;944.0;65.1;11.3;0.5;24.6;12678;64.5
BER;197105;-;0;74;945.1;110.1;14.2;6.0;27.9;9732;75.0
BER;197106;-;0;73;947.7;144.9;14.5;7.0;25.8;10818;75.9
BER;197107;-;0;41;951.9;84.9;19.5;8.2;31.5;19716;70.3
BER;197108;-;0;59;950.0;167.1;18.7;11.0;30.3;13512;79.2
BER;197109;-;0;46;954.6;57.6;13.6;2.5;24.7;13752;79.1
BER;197110;-;0;58;958.2;35.8;10.1;1.0;22.3;9990;84.5
BER;197111;-;1;75;947.3;98.4;2.7;-8.8;14.4;4788;86.4
BER;197112;-;0;76;958.1;22.9;0.4;-7.4;9.6;3696;90.3
BER;197201;-;2;90;945.8;20.6;-0.2;-6.8;7.5;2622;88.4
BER;197202;-;1;74;943.8;18.0;3.2;-8.5;10.6;4404;82.2
BER;197203;-;0;59;946.6;36.7;6.6;-1.3;18.2;9084;71.1
BER;197204;-;0;83;944.3;103.1;7.6;-0.8;22.0;6192;75.9
BER;197205;-;0;84;947.2;94.4;11.8;2.0;22.9;8142;72.1
BER;197206;-;0;68;949.1;171.2;14.7;4.4;26.6;11508;73.7
BER;197207;-;0;69;951.2;85.8;17.4;7.6;29.2;11496;75.6
BER;197208;-;0;63;951.4;46.0;16.6;7.1;29.7;12216;73.9
BER;197209;-;0;58;951.0;27.2;11.4;2.2;23.4;10326;77.2
BER;197210;-;0;63;951.6;40.1;7.7;0.4;18.9;7710;81.4
BER;197211;-;0;75;952.1;219.4;4.7;-5.8;15.3;6030;86.3
BER;197212;-;0;79;956.1;38.5;-1.1;-8.3;9.1;4002;91.0
BER;197301;-;0;88;954.0;28.0;-0.8;-7.1;6.4;1386;87.0
BER;197302;-;3;74;948.2;53.1;-0.3;-8.7;7.5;4848;83.1
BER;197303;-;0;61;954.2;6.8;3.6;-8.7;17.3;8058;71.6
BER;197304;-;0;79;947.5;69.2;5.7;-2.5;20.6;8226;71.0
BER;197305;-;0;71;950.1;99.1;13.8;3.6;24.8;12312;70.8
BER;197306;-;0;61;951.6;226.9;16.5;6.5;27.1;12840;74.3
BER;197307;-;0;61;948.6;150.0;17.6;9.0;30.0;12762;74.7
BER;197308;-;0;54;952.9;67.4;19.4;12.0;29.4;12960;75.1
BER;197309;-;0;58;951.2;63.7;15.4;5.1;28.5;11106;79.7
BER;197310;-;0;73;952.2;89.6;8.1;-2.0;20.1;6300;85.9
BER;197311;-;0;68;955.1;52.8;3.7;-5.9;13.5;5154;87.0
BER;197312;-;1;84;949.1;43.7;0.0;-14.2;10.6;2340;89.0
BER;197401;-;0;88;953.7;35.7;2.6;-3.3;14.1;2580;89.9
BER;197402;-;0;90;943.7;56.0;3.2;-1.8;13.5;2310;83.9
BER;197403;-;0;81;946.6;40.6;7.1;-2.9;20.8;5664;76.6
BER;197404;-;0;59;944.4;38.9;8.8;-1.0;19.8;11610;66.2
BER;197405;-;0;73;947.1;120.0;12.0;2.4;24.0;10362;71.7
BER;197406;-;0;64;948.7;124.2;14.8;5.3;26.5;12792;73.6
BER;197407;-;0;58;952.1;72.8;17.5;8.9;30.0;15618;69.7
BER;197408;-;0;59;951.0;62.6;18.8;8.3;33.0;13302;73.8
BER;197409;-;0;71;948.8;79.3;13.8;2.4;25.2;8802;81.4
BER;197410;-;0;91;946.2;132.8;4.8;-0.2;11.2;2394;88.2
BER;197411;-;0;89;949.2;106.9;4.1;-1.7;12.6;1914;90.2
BER;197412;-;0;79;957.1;59.6;3.9;-4.5;14.6;3852;82.9
BER;197501;-;0;86;953.4;70.1;2.9;-2.5;10.0;2670;87.3
BER;197502;-;0;61;954.6;20.1;2.3;-3.5;12.6;8082;80.1
BER;197503;-;0;84;941.2;60.7;3.6;-6.4;13.5;3804;82.8
BER;197504;-;0;73;948.1;67.9;8.4;-2.9;22.0;8970;71.9
BER;197505;-;0;80;947.2;78.9;12.6;2.8;28.0;9054;76.7
BER;197506;-;0;74;950.1;105.5;14.7;4.6;28.0;10986;77.9
BER;197507;-;0;54;951.0;113.8;18.2;8.4;31.0;16044;73.6
BER;197508;-;0;65;951.3;134.6;18.1;9.5;30.9;11286;76.5
BER;197509;-;0;75;951.1;117.8;15.8;8.1;26.1;7536;82.6
BER;197510;-;0;73;953.8;58.4;7.6;0.6;20.2;6894;85.6
BER;197511;-;0;85;949.5;99.7;4.7;-6.4;14.8;3420;84.4
BER;197512;-;1;80;955.1;8.8;-0.7;-9.0;6.0;2868;89.0
BER;197601;-;1;74;952.9;22.3;1.3;-12.9;9.1;4080;83.0
BER;197602;-;3;76;951.4;30.4;1.5;-9.5;14.5;5058;87.8
BER;197603;-;1;51;949.9;18.7;3.9;-9.1;18.3;9612;73.7
BER;197604;-;0;53;946.6;36.8;8.3;-0.9;20.6;12582;69.5
BER;197605;-;0;58;949.5;67.4;14.1;0.6;26.8;14274;67.4
BER;197606;-;0;41;952.6;27.9;18.9;6.4;30.4;19596;62.0
BER;197607;-;0;64;950.2;179.4;19.3;9.3;31.6;13692;71.9
BER;197608;-;0;54;951.6;24.8;16.6;8.2;26.9;14202;72.9
BER;197609;-;0;73;949.3;105.0;12.9;5.0;22.5;7464;82.3
BER;197610;-;0;76;942.8;46.4;10.6;1.5;21.4;6726;85.0
BER;197611;-;0;90;950.2;52.3;4.5;-1.5;11.0;3048;84.8
BER;197612;-;5;88;943.5;113.9;-1.4;-11.6;8.3;2760;89.3
BER;197701;-;23;90;946.1;92.1;0.2;-9.8;8.0;1680;90.2
BER;197702;-;1;83;944.4;129.3;4.8;-5.8;14.1;3936;82.3
BER;197703;-;0;79;951.8;64.0;7.4;-2.4;18.9;6576;78.8
BER;197704;-;0;83;948.4;199.1;6.9;-1.9;22.5;5964;78.8
BER;197705;-;0;76;947.0;111.9;11.7;1.8;24.8;9264;75.6
BER;197706;-;0;74;948.1;136.6;15.3;6.1;26.5;10428;75.4
BER;197707;-;0;64;948.4;188.6;17.6;9.3;28.4;13152;73.5
BER;197708;-;0;68;947.7;99.1;16.5;9.4;26.4;11100;77.7
BER;197709;-;0;59;954.8;11.1;13.2;2.8;26.3;10020;78.8
BER;197710;-;0;79;952.5;98.8;10.5;2.9;22.0;5328;86.3
BER;197711;-;0;81;947.6;91.7;5.0;-3.6;19.2;3708;81.1
BER;197712;-;0;85;953.0;62.4;1.2;-6.4;12.9;2676;88.8
BER;197801;-;3;81;946.9;58.7;-0.4;-8.2;6.6;2628;88.4
BER;197802;-;5;81;941.9;109.2;0.1;-10.9;13.0;2634;86.6
BER;197803;-;0;75;948.7;114.7;4.6;-2.9;16.9;5562;80.8
BER;197804;-;0;73;943.6;63.0;6.4;-3.2;17.6;7254;77.6
BER;197805;-;0;75;948.3;115.2;10.6;0.9;22.3;6750;79.0
BER;197806;-;0;59;950.0;126.9;14.2;4.7;25.9;10128;74.6
BER;197807;-;0;55;952.0;119.0;16.1;6.9;29.1;11070;76.4
BER;197808;-;0;56;953.1;147.7;15.1;6.2;26.8;11886;81.2
BER;197809;-;0;44;954.3;48.8;13.0;2.4;24.6;12186;81.1
BER;197810;-;0;58;956.3;43.4;7.7;-0.1;19.7;8712;88.6
BER;197811;-;1;71;960.4;19.2;2.0;-5.5;12.2;4128;90.4
BER;197812;-;1;80;943.0;92.4;1.2;-9.7;11.0;2604;87.0
BER;197901;-;6;74;946.8;144.1;-2.9;-15.8;4.6;3438;87.3
BER;197902;-;1;75;943.7;83.6;1.9;-8.7;11.1;3978;84.9
BER;197903;-;0;76;945.0;121.4;4.6;-2.7;14.5;4188;83.4
BER;197904;-;0;63;947.0;101.8;5.8;-2.4;18.5;8130;78.2
BER;197905;-;0;55;951.8;78.1;11.4;-2.1;27.7;11604;74.8
BER;197906;-;0;61;952.7;162.0;15.6;4.9;25.6;10086;78.1
BER;197907;-;0;50;954.4;48.6;17.1;4.9;31.7;12906;67.9
BER;197908;-;0;60;950.7;128.1;15.5;4.8;28.9;10740;75.7
BER;197909;-;0;48;954.5;67.5;13.4;1.6;25.0;10962;82.8
BER;197910;-;0;74;948.2;85.2;9.9;1.2;21.4;5484;90.4
BER;197911;-;0;65;951.5;122.7;3.0;-4.7;14.9;4074;85.3
BER;197912;-;3;74;949.8;98.5;2.8;-5.5;12.9;3534;80.4
BER;198001;-;6;79;949.3;117.5;-1.8;-11.1;10.0;2844;82.3
BER;198002;-;0;64;954.4;53.4;3.2;-3.3;12.3;5742;79.9
BER;198003;-;0;73;944.7;83.3;4.6;-3.9;12.7;5292;75.4
BER;198004;-;0;64;951.1;41.0;5.8;-2.9;18.0;6996;70.9
BER;198005;-;0;65;946.4;99.0;10.5;1.9;22.1;8328;69.3
BER;198006;-;0;74;949.7;145.0;13.9;4.8;27.9;7098;70.7
BER;198007;-;0;68;950.1;140.8;15.0;4.1;28.8;8208;71.5
BER;198008;-;0;49;952.7;116.5;17.5;5.4;30.3;12858;71.2
BER;198009;-;0;41;955.5;73.9;14.2;4.8;25.3;12966;78.2
BER;198010;-;0;66;948.4;168.8;7.9;-0.3;20.5;6564;83.0
BER;198011;-;0;74;950.3;60.7;2.2;-7.1;16.2;3606;84.1
BER;198012;-;4;69;954.4;48.0;-1.6;-15.1;10.4;4596;84.5
BER;198101;50;8;76;955.6;72.8;-2.4;-13.4;7.9;3858;85.1
BER;198102;88;1;56;952.5;25.7;-1.5;-10.7;8.8;6612;79.6
BER;198103;107;0;73;946.8;150.4;6.6;-4.4;20.6;5460;79.9
BER;198104;176;0;63;949.8;44.6;9.4;-2.2;21.5;9170;68.6
