stn;time;gre000m0;prestam0;sre000m0;tre200mx;hto000m0;nto000m0;rre150m0;tre200m0;tre200mn;ure200m0
ANT;186401;-;-;-;-;-;-;-;-11.0;-;-
ANT;186402;-;-;-;-;-;-;-;-5.3;-;-
ANT;186403;-;-;-;-;-;-;-;-1.3;-;-
ANT;186404;-;-;-;-;-;-;-;0.7;-;-
ANT;186405;-;-;-;-;-;-;-;6.5;-;-
ANT;186406;-;-;-;-;-;-;-;8.9;-;-
ANT;186407;-;-;-;-;-;-;-;11.6;-;-
ANT;186408;-;-;-;-;-;-;-;9.8;-;-
ANT;186409;-;-;-;-;-;-;-;7.5;-;-
ANT;186410;-;-;-;-;-;-;-;3.3;-;-
ANT;186411;-;-;-;-;-;-;-;-0.4;-;-
ANT;186412;-;-;-;-;-;-;-;-4.9;-;-
ANT;186501;-;-;-;-;-;-;-;-3.9;-;-
ANT;186502;-;-;-;-;-;-;-;-7.6;-;-
ANT;186503;-;-;-;-;-;-;-;-5.6;-;-
ANT;186504;-;-;-;-;-;-;-;5.2;-;-
ANT;186505;-;-;-;-;-;-;-;9.8;-;-
ANT;186506;-;-;-;-;-;-;-;9.9;-;-
ANT;186507;-;-;-;-;-;-;-;13.4;-;-
ANT;186508;-;-;-;-;-;-;-;10.7;-;-
ANT;186509;-;-;-;-;-;-;-;10.4;-;-
ANT;186510;-;-;-;-;-;-;-;4.7;-;-
ANT;186511;-;-;-;-;-;-;-;-0.2;-;-
ANT;186512;-;-;-;-;-;-;-;-5.5;-;-
ANT;186601;-;-;-;-;-;-;-;-3.2;-;-
ANT;186602;-;-;-;-;-;-;-;-0.7;-;-
ANT;186603;-;-;-;-;-;-;-;-0.9;-;-
ANT;186604;-;-;-;-;-;-;-;3.7;-;-
ANT;186605;-;-;-;-;-;-;-;4.9;-;-
ANT;186606;-;-;-;-;-;-;-;11.8;-;-
ANT;186607;-;-;-;-;-;-;-;11.7;-;-
ANT;186608;-;-;-;-;-;-;-;9.8;-;-
ANT;186609;-;-;-;-;-;-;-;9.5;-;-
ANT;186610;-;-;-;-;-;-;-;4.7;-;-
ANT;186611;-;-;-;-;-;-;-;-1.6;-;-
ANT;186612;-;-;-;-;-;-;-;-2.8;-;-
ANT;186701;-;-;-;-;-;-;-;-4.6;-;-
ANT;186702;-;-;-;-;-;-;-;-0.4;-;-
ANT;186703;-;-;-;-;-;-;-;0.6;-;-
ANT;186704;-;-;-;-;-;-;-;3.9;-;-
ANT;186705;-;-;-;-;-;-;-;7.2;-;-
ANT;186706;-;-;-;-;-;-;-;10.0;-;-
ANT;186707;-;-;-;-;-;-;-;10.7;-;-
ANT;186708;-;-;-;-;-;-;-;12.7;-;-
ANT;186709;-;-;-;-;-;-;-;9.7;-;-
ANT;186710;-;-;-;-;-;-;-;3.3;-;-
ANT;186711;-;-;-;-;-;-;-;-2.3;-;-
ANT;186712;-;-;-;-;-;-;-;-8.2;-;-
ANT;186801;-;-;-;-;-;-;-;-7.9;-;-
ANT;186802;-;-;-;-;-;-;-;-4.8;-;-
ANT;186803;-;-;-;-;-;-;-;-3.0;-;-
ANT;186804;-;-;-;-;-;-;-;2.2;-;-
ANT;186805;-;-;-;-;-;-;-;11.1;-;-
ANT;186806;-;-;-;-;-;-;-;11.1;-;-
ANT;186807;-;-;-;-;-;-;-;11.8;-;-
ANT;186808;-;-;-;-;-;-;-;12.0;-;-
ANT;186809;-;-;-;-;-;-;-;10.9;-;-
ANT;186810;-;-;-;-;-;-;-;4.4;-;-
ANT;186811;-;-;-;-;-;-;-;-4.0;-;-
ANT;186812;-;-;-;-;-;-;-;0.7;-;-
ANT;186901;-;-;-;-;-;-;-;-6.3;-;-
ANT;186902;-;-;-;-;-;-;-;0.0;-;-
ANT;186903;-;-;-;-;-;-;-;-3.9;-;-
ANT;186904;-;-;-;-;-;-;-;3.5;-;-
ANT;186905;-;-;-;-;-;-;-;9.0;-;-
ANT;186906;-;-;-;-;-;-;-;7.5;-;-
ANT;186907;-;-;-;-;-;-;-;14.2;-;-
ANT;186908;-;-;-;-;-;-;-;10.1;-;-
ANT;186909;-;-;-;-;-;-;-;9.7;-;-
ANT;186910;-;-;-;-;-;-;-;2.0;-;-
ANT;186911;-;-;-;-;-;-;-;-1.5;-;-
ANT;186912;-;-;-;-;-;-;-;-4.0;-;-
ANT;187001;-;-;-;-;-;-;-;-8.5;-;-
ANT;187002;-;-;-;-;-;-;-;-3.5;-;-
ANT;187003;-;-;-;-;-;-;-;-2.5;-;-
ANT;187004;-;-;-;-;-;-;-;2.0;-;-
ANT;187005;-;-;-;-;-;-;-;9.0;-;-
ANT;187006;-;-;-;-;-;-;-;11.0;-;-
ANT;187007;-;-;-;-;-;-;-;13.5;-;-
ANT;187008;-;-;-;-;-;-;-;9.5;-;-
ANT;187009;-;-;-;-;-;-;-;7.5;-;-
ANT;187010;-;-;-;-;-;-;-;3.5;-;-
ANT;187011;-;-;-;-;-;-;-;-0.5;-;-
ANT;187012;-;-;-;-;-;-;-;-6.5;-;-
ANT;187101;-;-;-;-;-;-;-;-8.5;-;-
ANT;187102;-;-;-;-;-;-;-;-5.0;-;-
ANT;187103;-;-;-;-;-;-;-;-0.5;-;-
ANT;187104;-;-;-;-;-;-;-;3.0;-;-
ANT;187105;-;-;-;-;-;-;-;6.5;-;-
ANT;187106;-;-;-;-;-;-;-;7.0;-;-
ANT;187107;-;-;-;-;-;-;-;12.5;-;-
ANT;187108;-;-;-;-;-;-;-;11.5;-;-
ANT;187109;-;-;-;-;-;-;-;11.0;-;-
ANT;187110;-;-;-;-;-;-;-;2.4;-;-
ANT;187111;-;-;-;-;-;-;-;-3.6;-;-
ANT;187112;-;-;-;-;-;-;-;-12.7;-;-
ANT;187201;-;-;-;-;-;-;-;-4.8;-;-
ANT;187202;-;-;-;-;-;-;-;-2.8;-;-
ANT;187203;-;-;-;-;-;-;-;-0.8;-;-
ANT;187204;-;-;-;-;-;-;-;3.2;-;-
ANT;187205;-;-;-;-;-;-;-;6.1;-;-
ANT;187206;-;-;-;-;-;-;-;9.7;-;-
ANT;187207;-;-;-;-;-;-;-;12.7;-;-
ANT;187208;-;-;-;-;-;-;-;10.1;-;-
ANT;187209;-;-;-;-;-;-;-;9.8;-;-
ANT;187210;-;-;-;-;-;-;-;5.3;-;-
ANT;187211;-;-;-;-;-;-;-;2.3;-;-
ANT;187212;-;-;-;-;-;-;-;-1.5;-;-
ANT;187301;-;-;-;-;-;-;-;-3.2;-;-
ANT;187302;-;-;-;-;-;-;-;-4.5;-;-
ANT;187303;-;-;-;-;-;-;-;2.0;-;-
ANT;187304;-;-;-;-;-;-;-;1.7;-;-
ANT;187305;-;-;-;-;-;-;-;5.1;-;-
ANT;187306;-;-;-;-;-;-;-;11.3;-;-
ANT;187307;-;-;-;-;-;-;-;14.0;-;-
ANT;187308;-;-;-;-;-;-;-;13.6;-;-
ANT;187309;-;-;-;-;-;-;-;8.0;-;-
ANT;187310;-;-;-;-;-;-;-;5.0;-;-
ANT;187311;-;-;-;-;-;-;-;0.0;-;-
ANT;187312;-;-;-;-;-;-;-;-6.5;-;-
ANT;187401;-;-;-;-;-;-;-;-5.7;-;-
ANT;187402;-;-;-;-;-;-;-;-5.6;-;-
ANT;187403;-;-;-;-;-;-;-;-2.6;-;-
ANT;187404;-;-;-;-;-;-;-;3.5;-;-
ANT;187405;-;-;-;-;-;-;-;4.5;-;-
ANT;187406;-;-;-;-;-;-;-;11.2;-;-
ANT;187407;-;-;-;-;-;-;-;14.5;-;-
ANT;187408;-;-;-;-;-;-;-;10.4;-;-
ANT;187409;-;-;-;-;-;-;-;11.2;-;-
ANT;187410;-;-;-;-;-;-;-;5.8;-;-
ANT;187411;-;-;-;-;-;-;-;-4.3;-;-
ANT;187412;-;-;-;-;-;-;-;-7.7;-;-
ANT;187501;-;-;-;-;-;-;-;-4.1;-;-
ANT;187502;-;-;-;-;-;-;-;-7.9;-;-
ANT;187503;-;-;-;-;-;-;-;-3.5;-;-
ANT;187504;-;-;-;-;-;-;-;1.6;-;-
ANT;187505;-;-;-;-;-;-;-;9.1;-;-
ANT;187506;-;-;-;-;-;-;-;11.3;-;-
ANT;187507;-;-;-;-;-;-;-;11.4;-;-
ANT;187508;-;-;-;-;-;-;-;13.1;-;-
ANT;187509;-;-;-;-;-;-;-;9.8;-;-
ANT;187510;-;-;-;-;-;-;-;3.3;-;-
ANT;187511;-;-;-;-;-;-;-;-2.7;-;-
ANT;187512;-;-;-;-;-;-;-;-9.0;-;-
ANT;187601;-;-;-;-;-;-;-;-5.3;-;-
ANT;187602;-;-;-;-;-;-;-;-3.6;-;-
ANT;187603;-;-;-;-;-;-;-;-1.4;-;-
ANT;187604;-;-;-;-;-;-;-;2.3;-;-
ANT;187605;-;-;-;-;-;-;-;3.8;-;-
ANT;187606;-;-;-;-;-;-;-;10.5;-;-
ANT;187607;-;-;-;-;-;-;-;12.7;-;-
ANT;187608;-;-;-;-;-;-;-;12.7;-;-
ANT;187609;-;-;-;-;-;-;-;7.4;-;-
ANT;187610;-;-;-;-;-;-;-;7.3;-;-
ANT;187611;-;-;-;-;-;-;-;-2.3;-;-
ANT;187612;-;-;-;-;-;-;-;-1.1;-;-
ANT;187701;-;-;-;-;-;-;-;-3.7;-;-
ANT;187702;-;-;-;-;-;-;-;-2.8;-;-
ANT;187703;-;-;-;-;-;-;-;-3.0;-;-
ANT;187704;-;-;-;-;-;-;-;2.0;-;-
ANT;187705;-;-;-;-;-;-;-;5.2;-;-
ANT;187706;-;-;-;-;-;-;-;13.4;-;-
ANT;187707;-;-;-;-;-;-;-;11.5;-;-
ANT;187708;-;-;-;-;-;-;-;13.4;-;-
ANT;187709;-;-;-;-;-;-;-;6.6;-;-
ANT;187710;-;-;-;-;-;-;-;1.9;-;-
ANT;187711;-;-;-;-;-;-;-;0.3;-;-
ANT;187712;-;-;-;-;-;-;-;-6.3;-;-
ANT;187801;-;-;-;-;-;-;-;-9.4;-;-
ANT;187802;-;-;-;-;-;-;-;-5.4;-;-
ANT;187803;-;-;-;-;-;-;-;-3.7;-;-
ANT;187804;-;-;-;-;-;-;-;2.4;-;-
ANT;187805;-;-;-;-;-;-;-;8.3;-;-
ANT;187806;-;-;-;-;-;-;-;10.4;-;-
ANT;187807;-;-;-;-;-;-;-;11.3;-;-
ANT;187808;-;-;-;-;-;-;-;12.4;-;-
ANT;187809;-;-;-;-;-;-;-;8.4;-;-
ANT;187810;-;-;-;-;-;-;-;5.3;-;-
ANT;187811;-;-;-;-;-;-;-;-2.1;-;-
ANT;187812;-;-;-;-;-;-;-;-7.3;-;-
ANT;187901;-;-;-;-;-;-;-;-4.9;-;-
ANT;187902;-;-;-;-;-;-;-;-2.8;-;-
ANT;187903;-;-;-;-;-;-;-;-0.7;-;-
ANT;187904;-;-;-;-;-;-;-;0.7;-;-
ANT;187905;-;-;-;-;-;-;-;3.4;-;-
ANT;187906;-;-;-;-;-;-;-;11.1;-;-
ANT;187907;-;-;-;-;-;-;-;9.9;-;-
ANT;187908;-;-;-;-;-;-;-;13.6;-;-
ANT;187909;-;-;-;-;-;-;-;8.4;-;-
ANT;187910;-;-;-;-;-;-;-;2.8;-;-
ANT;187911;-;-;-;-;-;-;-;-5.2;-;-
ANT;187912;-;-;-;-;-;-;-;-10.7;-;-
ANT;188001;-;-;-;-;-;-;-;-9.4;-;-
ANT;188002;-;-;-;-;-;-;-;-2.9;-;-
ANT;188003;-;-;-;-;-;-;-;1.0;-;-
ANT;188004;-;-;-;-;-;-;-;4.1;-;-
ANT;188005;-;-;-;-;-;-;-;6.3;-;-
ANT;188006;-;-;-;-;-;-;-;9.3;-;-
ANT;188007;-;-;-;-;-;-;-;13.7;-;-
ANT;188008;-;-;-;-;-;-;-;10.9;-;-
ANT;188009;-;-;-;-;-;-;-;9.2;-;-
ANT;188010;-;-;-;-;-;-;-;5.1;-;-
ANT;188011;-;-;-;-;-;-;-;0.3;-;-
ANT;188012;-;-;-;-;-;-;-;-0.9;-;-
ANT;188101;-;-;-;-;-;-;127.4;-7.9;-;-
ANT;188102;-;-;-;-;-;-;85.6;-3.2;-;-
ANT;188103;-;-;-;-;-;-;75.8;0.2;-;-
ANT;188104;-;-;-;-;-;-;73.9;2.5;-;-
ANT;188105;-;-;-;-;-;-;72.0;6.3;-;-
ANT;188106;-;-;-;-;-;-;103.3;9.6;-;-
ANT;188107;-;-;-;-;-;-;45.0;14.9;-;-
ANT;188108;-;-;-;-;-;-;246.7;12.5;-;-
ANT;188109;-;-;-;-;-;-;223.2;6.8;-;-
ANT;188110;-;-;-;-;-;-;89.5;1.0;-;-
ANT;188111;-;-;-;-;-;-;52.3;1.3;-;-
ANT;188112;-;-;-;-;-;-;67.6;-4.9;-;-
ANT;188201;-;-;-;-;-;-;18.5;-5.5;-;-
ANT;188202;-;-;-;-;-;-;25.0;-5.5;-;-
ANT;188203;-;-;-;-;-;-;65.6;0.5;-;-
ANT;188204;-;-;-;-;-;-;112.3;2.5;-;-
ANT;188205;-;-;-;-;-;-;111.7;7.4;-;-
ANT;188206;-;-;-;-;-;-;132.3;9.4;-;-
ANT;188207;-;-;-;-;-;-;122.2;10.9;-;-
ANT;188208;-;-;-;-;-;-;132.5;9.8;-;-
ANT;188209;-;-;-;-;-;-;376.7;6.6;-;-
ANT;188210;-;-;-;-;-;-;227.4;5.0;-;-
ANT;188211;-;-;-;-;-;-;46.3;-0.3;-;-
ANT;188212;-;-;-;-;-;-;41.5;-2.1;-;-
ANT;188301;-;-;-;-;-;-;82.0;-4.5;-;-
ANT;188302;-;-;-;-;-;-;16.0;-2.4;-;-
ANT;188303;-;-;-;-;-;-;104.0;-4.8;-;-
ANT;188304;-;-;-;-;-;-;61.0;1.0;-;-
ANT;188305;-;-;-;-;-;-;137.0;6.5;-;-
ANT;188306;-;-;-;-;-;-;147.0;9.6;-;-
ANT;188307;-;-;-;-;-;-;75.0;10.9;-;-
ANT;188308;-;-;-;-;-;-;58.0;11.1;-;-
ANT;188309;-;-;-;-;-;-;137.0;8.3;-;-
ANT;188310;-;-;-;-;-;-;32.0;3.0;-;-
ANT;188311;-;-;-;-;-;-;34.0;-1.2;-;-
ANT;188312;-;-;-;-;-;-;171.0;-6.2;-;-
ANT;188401;-;-;-;-;-;-;12.4;-4.0;-;-
ANT;188402;-;-;-;-;-;-;24.6;-2.4;-;-
ANT;188403;-;-;-;-;-;-;21.8;-0.6;-;-
ANT;188404;-;-;-;-;-;-;27.2;2.1;-;-
ANT;188405;-;-;-;-;-;-;66.7;8.0;-;-
ANT;188406;-;-;-;-;-;-;98.6;6.8;-;-
ANT;188407;-;-;-;-;-;-;74.8;12.8;-;-
ANT;188408;-;-;-;-;-;-;70.1;12.2;-;-
ANT;188409;-;-;-;-;-;-;160.4;8.8;-;-
ANT;188410;-;-;-;-;-;-;33.6;2.4;-;-
ANT;188411;-;-;-;-;-;-;19.4;-3.6;-;-
ANT;188412;-;-;-;-;-;-;78.1;-3.8;-;-
ANT;188501;-;-;-;-;-;-;42.4;-8.4;-;-
ANT;188502;-;-;-;-;-;-;51.3;-1.3;-;-
ANT;188503;-;-;-;-;-;-;15.6;-1.3;-;-
ANT;188504;-;-;-;-;-;-;81.0;3.0;-;-
ANT;188505;-;-;-;-;-;-;77.3;4.7;-;-
ANT;188506;-;-;-;-;-;-;59.4;12.1;-;-
ANT;188507;-;-;-;-;-;-;46.6;12.8;-;-
ANT;188508;-;-;-;-;-;-;99.2;11.0;-;-
ANT;188509;-;-;-;-;-;-;224.9;8.3;-;-
ANT;188510;-;-;-;-;-;-;296.8;2.3;-;-
ANT;188511;-;-;-;-;-;-;88.1;1.2;-;-
ANT;188512;-;-;-;-;-;-;60.6;-4.8;-;-
ANT;188601;-;-;-;-;-;-;77.8;-5.7;-;-
ANT;188602;-;-;-;-;-;-;37.4;-5.8;-;-
ANT;188603;-;-;-;-;-;-;34.1;-3.0;-;-
ANT;188604;-;-;-;-;-;-;127.7;4.0;-;-
ANT;188605;-;-;-;-;-;-;178.0;7.1;-;-
ANT;188606;-;-;-;-;-;-;78.1;8.2;-;-
ANT;188607;-;-;-;-;-;-;148.5;12.7;-;-
ANT;188608;-;-;-;-;-;-;112.2;11.4;-;-
ANT;188609;-;-;-;-;-;-;32.1;10.6;-;-
ANT;188610;-;-;-;-;-;-;95.4;6.6;-;-
ANT;188611;-;-;-;-;-;-;218.9;-2.0;-;-
ANT;188612;-;-;-;-;-;-;167.6;-4.7;-;-
ANT;188701;-;-;-;-;-;-;25.5;-9.9;-;-
ANT;188702;-;-;-;-;-;-;8.0;-6.9;-;-
ANT;188703;-;-;-;-;-;-;98.6;-2.6;-;-
ANT;188704;-;-;-;-;-;-;137.6;1.2;-;-
ANT;188705;-;-;-;-;-;-;138.2;4.3;-;-
ANT;188706;-;-;-;-;-;-;57.8;11.3;-;-
ANT;188707;-;-;-;-;-;-;89.4;14.3;-;-
ANT;188708;-;-;-;-;-;-;80.6;11.9;-;-
ANT;188709;-;-;-;-;-;-;146.2;7.6;-;-
ANT;188710;-;-;-;-;-;-;60.8;-0.1;-;-
ANT;188711;-;-;-;-;-;-;56.2;-0.8;-;-
ANT;188712;-;-;-;-;-;-;101.0;-6.9;-;-
ANT;188801;-;-;-;-;-;-;104.5;-7.5;-;-
ANT;188802;-;-;-;-;-;-;352.1;-6.1;-;-
ANT;188803;-;-;-;-;-;-;156.1;-3.1;-;-
ANT;188804;-;-;-;-;-;-;98.6;0.1;-;-
ANT;188805;-;-;-;-;-;-;46.9;7.6;-;-
ANT;188806;-;-;-;-;-;-;105.3;10.9;-;-
ANT;188807;-;-;-;-;-;-;207.4;9.9;-;-
ANT;188808;-;-;-;-;-;-;217.0;10.6;-;-
ANT;188809;-;-;-;-;-;-;106.6;9.5;-;-
ANT;188810;-;-;-;-;-;-;159.0;1.8;-;-
ANT;188811;-;-;-;-;-;-;92.9;0.7;-;-
ANT;188812;-;-;-;-;-;-;21.0;-2.7;-;-
ANT;188901;-;-;-;-;-;-;28.9;-6.3;-;-
ANT;188902;-;-;-;-;-;-;214.2;-6.1;-;-
ANT;188903;-;-;-;-;-;-;77.2;-4.1;-;-
ANT;188904;-;-;-;-;-;-;123.8;1.3;-;-
ANT;188905;-;-;-;-;-;-;31.8;8.8;-;-
ANT;188906;-;-;-;-;-;-;72.4;12.1;-;-
ANT;188907;-;-;-;-;-;-;68.7;11.6;-;-
ANT;188908;-;-;-;-;-;-;123.4;10.8;-;-
ANT;188909;-;-;-;-;-;-;64.9;6.8;-;-
ANT;188910;-;-;-;-;-;-;380.0;4.0;-;-
ANT;188911;-;-;-;-;-;-;19.9;0.3;-;-
ANT;188912;-;-;-;-;-;-;17.6;-7.9;-;-
ANT;189001;-;-;-;-;-;-;62.8;-2.3;-;-
ANT;189002;-;-;-;-;-;-;0.0;-6.8;-;-
ANT;189003;-;-;-;-;-;-;44.0;-1.7;-;-
ANT;189004;-;-;-;-;-;-;56.2;1.9;-;-
ANT;189005;-;-;-;-;-;-;82.2;7.9;-;-
ANT;189006;-;-;-;-;-;-;83.6;9.1;-;-
ANT;189007;-;-;-;-;-;-;157.1;10.3;-;-
ANT;189008;-;-;-;-;-;-;343.5;11.7;-;-
ANT;189009;-;-;-;-;-;-;84.8;7.8;-;-
ANT;189010;-;-;-;-;-;-;105.3;2.2;-;-
ANT;189011;-;-;-;-;-;-;73.3;-1.3;-;-
ANT;189012;-;-;-;-;-;-;27.8;-7.5;-;-
ANT;189101;-;-;-;-;-;-;52.0;-12.4;-;-
ANT;189102;-;-;-;-;-;-;12.2;-6.9;-;-
ANT;189103;-;-;-;-;-;-;52.1;-1.9;-;-
ANT;189104;-;-;-;-;-;-;11.0;0.2;-;-
ANT;189105;-;-;-;-;-;-;82.6;6.7;-;-
ANT;189106;-;-;-;-;-;-;58.1;10.7;-;-
ANT;189107;-;-;-;-;-;-;269.0;10.7;-;-
ANT;189108;-;-;-;-;-;-;81.1;10.5;-;-
ANT;189109;-;-;-;-;-;-;92.8;9.5;-;-
ANT;189110;-;-;-;-;-;-;163.6;5.8;-;-
ANT;189111;-;-;-;-;-;-;49.9;-0.4;-;-
ANT;189112;-;-;-;-;-;-;182.9;-3.8;-;-
ANT;189201;-;-;-;-;-;-;62.4;-5.7;-;-
ANT;189202;-;-;-;-;-;-;234.1;-3.7;-;-
ANT;189203;-;-;-;-;-;-;64.0;-4.1;-;-
ANT;189204;-;-;-;-;-;-;36.0;2.0;-;-
ANT;189205;-;-;-;-;-;-;22.8;7.1;-;-
ANT;189206;-;-;-;-;-;-;103.9;10.7;-;-
ANT;189207;-;-;-;-;-;-;72.5;11.5;-;-
ANT;189208;-;-;-;-;-;-;112.7;13.2;-;-
ANT;189209;-;-;-;-;-;-;124.6;9.8;-;-
ANT;189210;-;-;-;-;-;-;81.9;3.6;-;-
ANT;189211;-;-;-;-;-;-;22.7;0.3;-;-
ANT;189212;-;-;-;-;-;-;64.6;-8.4;-;-
ANT;189301;-;-;-;-;-;-;147.4;-12.0;-;-
ANT;189302;-;-;-;-;-;-;85.3;-4.1;-;-
ANT;189303;-;-;-;-;-;-;19.9;-0.8;-;-
ANT;189304;-;-;-;-;-;-;4.7;5.2;-;-
ANT;189305;-;-;-;-;-;-;50.1;6.9;-;-
ANT;189306;-;-;-;-;-;-;99.7;10.3;-;-
ANT;189307;-;-;-;-;-;-;152.4;11.9;-;-
ANT;189308;-;-;-;-;-;-;30.3;12.6;-;-
ANT;189309;-;-;-;-;-;-;149.2;9.0;-;-
ANT;189310;-;-;-;-;-;-;72.6;6.0;-;-
ANT;189311;-;-;-;-;-;-;54.9;-1.5;-;-
ANT;189312;-;-;-;-;-;-;31.2;-5.3;-;-
ANT;189401;-;-;-;-;-;-;1.2;-5.5;-;-
ANT;189402;-;-;-;-;-;-;50.3;-4.4;-;-
ANT;189403;-;-;-;-;-;-;72.8;-1.5;-;-
ANT;189404;-;-;-;-;-;-;52.7;4.2;-;-
ANT;189405;-;-;-;-;-;-;75.8;6.4;-;-
ANT;189406;-;-;-;-;-;-;58.2;9.7;-;-
ANT;189407;-;-;-;-;-;-;146.8;13.0;-;-
ANT;189408;-;-;-;-;-;-;135.3;11.5;-;-
ANT;189409;-;-;-;-;-;-;70.0;7.7;-;-
ANT;189410;-;-;-;-;-;-;26.7;3.9;-;-
ANT;189411;-;-;-;-;-;-;44.5;0.8;-;-
ANT;189412;-;-;-;-;-;-;89.5;-6.5;-;-
ANT;189501;-;-;-;-;-;-;132.3;-10.6;-;-
ANT;189502;-;-;-;-;-;-;29.7;-10.4;-;-
ANT;189503;-;-;-;-;-;-;59.7;-2.9;-;-
ANT;189504;-;-;-;-;-;-;59.9;3.6;-;-
ANT;189505;-;-;-;-;-;-;103.5;7.0;-;-
ANT;189506;-;-;-;-;-;-;114.9;10.2;-;-
ANT;189507;-;-;-;-;-;-;65.2;13.1;-;-
ANT;189508;-;-;-;-;-;-;60.0;11.6;-;-
ANT;189509;-;-;-;-;-;-;4.8;11.9;-;-
ANT;189510;-;-;-;-;-;-;161.6;3.6;-;-
ANT;189511;-;-;-;-;-;-;37.7;3.2;-;-
ANT;189512;-;-;-;-;-;-;133.7;-3.8;-;-
ANT;189601;-;-;-;-;-;-;27.2;-9.0;-;-
ANT;189602;-;-;-;-;-;-;32.3;-5.7;-;-
ANT;189603;-;-;-;-;-;-;50.9;0.0;-;-
ANT;189604;-;-;-;-;-;-;47.1;-0.5;-;-
ANT;189605;-;-;-;-;-;-;16.1;4.7;-;-
ANT;189606;-;-;-;-;-;-;101.4;10.3;-;-
ANT;189607;-;-;-;-;-;-;116.5;12.6;-;-
ANT;189608;-;-;-;-;-;-;105.7;9.1;-;-
ANT;189609;-;-;-;-;-;-;165.6;8.4;-;-
ANT;189610;-;-;-;-;-;-;190.6;3.7;-;-
ANT;189611;-;-;-;-;-;-;44.1;-4.1;-;-
ANT;189612;-;-;-;-;-;-;53.5;-4.4;-;-
ANT;189701;-;-;-;-;-;-;47.0;-5.1;-;-
ANT;189702;-;-;-;-;-;-;109.5;-2.7;-;-
ANT;189703;-;-;-;-;-;-;90.8;0.7;-;-
ANT;189704;-;-;-;-;-;-;92.4;2.9;-;-
ANT;189705;-;-;-;-;-;-;122.9;5.5;-;-
ANT;189706;-;-;-;-;-;-;60.6;12.2;-;-
ANT;189707;-;-;-;-;-;-;97.1;12.8;-;-
ANT;189708;-;-;-;-;-;-;166.6;12.0;-;-
ANT;189709;-;-;-;-;-;-;281.4;7.6;-;-
ANT;189710;-;-;-;-;-;-;23.7;3.7;-;-
ANT;189711;-;-;-;-;-;-;29.2;-0.2;-;-
ANT;189712;-;-;-;-;-;-;38.9;-5.7;-;-
ANT;189801;-;-;-;-;-;-;7.3;-3.7;-;-
ANT;189802;-;-;-;-;-;-;326.8;-5.1;-;-
ANT;189803;-;-;-;-;-;-;165.1;-1.5;-;-
ANT;189804;-;-;-;-;-;-;90.8;2.7;-;-
ANT;189805;-;-;-;-;-;-;196.2;5.7;-;-
ANT;189806;-;-;-;-;-;-;143.5;9.6;-;-
ANT;189807;-;-;-;-;-;-;77.2;10.5;-;-
ANT;189808;-;-;-;-;-;-;77.5;13.5;-;-
ANT;189809;-;-;-;-;-;-;11.4;10.1;-;-
ANT;189810;-;-;-;-;-;-;176.3;6.9;-;-
ANT;189811;-;-;-;-;-;-;273.5;3.6;-;-
ANT;189812;-;-;-;-;-;-;68.9;-5.3;-;-
ANT;189901;-;-;-;-;-;-;245.8;-1.8;-;-
ANT;189902;-;-;-;-;-;-;8.6;-2.3;-;-
ANT;189903;-;-;-;-;-;-;68.8;-1.4;-;-
ANT;189904;-;-;-;-;-;-;87.3;2.4;-;-
ANT;189905;-;-;-;-;-;-;112.0;6.0;-;-
ANT;189906;-;-;-;-;-;-;70.8;10.0;-;-
ANT;189907;-;-;-;-;-;-;29.9;12.2;-;-
ANT;189908;-;-;-;-;-;-;48.5;13.1;-;-
ANT;189909;-;-;-;-;-;-;131.7;8.4;-;-
ANT;189910;-;-;-;-;-;-;16.9;6.6;-;-
ANT;189911;-;-;-;-;-;-;6.9;0.7;-;-
ANT;189912;-;-;-;-;-;-;67.3;-5.4;-;-
ANT;190001;-;-;-;-;-;-;148.9;-4.9;-;-
ANT;190002;-;-;-;-;-;-;110.7;-1.1;-;-
ANT;190003;-;-;-;-;-;-;34.4;-4.8;-;-
ANT;190004;-;-;-;-;-;-;47.2;1.3;-;-
ANT;190005;-;-;-;-;-;-;102.6;6.0;-;-
ANT;190006;-;-;-;-;-;-;30.6;11.4;-;-
ANT;190007;-;-;-;-;-;-;153.6;13.5;-;-
ANT;190008;-;-;-;-;-;-;216.1;11.2;-;-
ANT;190009;-;-;-;-;-;-;7.5;11.4;-;-
ANT;190010;-;-;-;-;-;-;48.6;5.2;-;-
ANT;190011;-;-;-;-;-;-;117.4;1.2;-;-
ANT;190012;-;-;-;-;-;-;93.5;-3.4;-;-
ANT;190101;-;-;-;-;-;-;79.3;-5.9;-;-
ANT;190102;-;-;-;-;-;-;26.8;-10.1;-;-
ANT;190103;-;-;-;-;-;-;97.1;-3.0;-;-
ANT;190104;-;-;-;-;-;-;186.5;3.1;-;-
ANT;190105;-;-;-;-;-;-;38.2;7.9;-;-
ANT;190106;-;-;-;-;-;-;137.1;11.2;-;-
ANT;190107;-;-;-;-;-;-;102.9;12.6;-;-
ANT;190108;-;-;-;-;-;-;70.7;11.8;-;-
ANT;190109;-;-;-;-;-;-;104.2;9.9;-;-
ANT;190110;-;-;-;-;-;-;89.9;4.9;-;-
ANT;190111;-;-;-;-;-;-;33.5;-3.1;-;-
ANT;190112;-;-;-;-;-;-;63.2;-3.9;-;-
ANT;190201;-;-;-;-;-;-;60.0;-5.1;-;-
