stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;ure200m0;sre000m0
RAG;197511;-;1;68;956.9;130.0;3.8;-13.9;18.3;82.7;4182
RAG;197512;-;3;55;963.1;8.0;-1.5;-11.8;11.3;85.1;4398
RAG;197601;-;6;68;959.8;107.7;0.2;-16.8;10.3;81.4;4470
RAG;197602;-;4;54;959.4;9.3;1.2;-9.3;15.9;78.5;7422
RAG;197603;-;0;51;957.7;22.5;4.2;-9.6;18.9;68.4;9912
RAG;197604;-;0;49;954.2;50.7;8.6;-3.4;22.2;70.3;11184
RAG;197605;-;0;51;956.8;74.3;14.2;0.2;27.8;67.7;13278
RAG;197606;-;0;44;960.0;98.2;18.0;4.3;30.3;66.0;16098
RAG;197607;-;0;60;957.4;226.2;18.5;8.9;31.0;73.1;10614
RAG;197608;-;0;61;959.4;86.1;15.6;6.1;25.0;74.4;9624
RAG;197609;-;0;59;956.9;198.1;13.1;2.4;26.9;75.3;8292
RAG;197610;-;0;56;950.4;87.2;11.9;2.0;23.8;72.4;8178
RAG;197611;-;0;68;957.8;76.3;4.8;-3.9;17.7;76.2;4308
RAG;197612;-;7;65;951.4;68.2;-1.5;-15.0;10.7;80.9;2496
RAG;197701;-;9;74;953.8;59.6;1.9;-11.8;12.8;77.9;2772
RAG;197702;-;0;68;952.2;125.7;4.8;-5.2;16.2;74.1;4488
RAG;197703;-;0;61;959.3;71.4;8.1;-4.5;21.9;69.8;8154
RAG;197704;-;1;78;955.5;187.5;6.6;-2.2;23.2;82.7;6114
RAG;197705;-;0;65;954.6;55.5;13.0;2.2;24.8;73.4;9540
RAG;197706;-;0;65;955.3;87.0;16.3;3.5;33.1;71.5;9840
RAG;197707;-;0;56;955.6;195.1;17.3;7.1;28.4;78.9;11460
RAG;197708;-;0;66;955.4;190.3;15.8;7.8;28.7;84.7;7920
RAG;197709;-;0;53;962.3;34.4;12.8;1.4;24.9;83.1;10212
RAG;197710;-;0;55;960.3;35.2;10.9;0.9;25.3;80.7;8964
RAG;197711;-;2;66;954.8;90.9;4.4;-10.3;18.5;82.9;5070
RAG;197712;-;1;58;960.7;50.7;1.3;-9.3;14.7;83.3;2826
RAG;197801;-;7;65;953.8;69.1;0.2;-10.0;9.4;83.1;3288
RAG;197802;-;18;79;948.3;118.0;1.0;-10.3;19.0;77.8;3486
RAG;197803;-;0;73;954.7;104.5;6.1;-2.4;19.3;74.3;6234
RAG;197804;-;0;66;949.6;70.0;8.1;-2.8;18.8;69.6;9150
RAG;197805;-;0;73;954.3;132.4;11.4;0.7;24.4;74.2;7440
RAG;197806;-;0;63;956.1;128.7;15.2;5.4;29.0;67.6;10956
RAG;197807;-;0;59;958.1;127.7;16.9;7.6;29.0;74.3;11070
RAG;197808;-;0;56;959.3;121.0;16.0;5.5;27.0;75.4;11400
RAG;197809;-;0;58;960.4;116.8;13.4;2.8;25.2;79.4;9294
RAG;197810;-;0;53;962.9;114.4;7.7;-1.0;21.4;85.8;8202
RAG;197811;-;1;45;966.9;13.5;1.8;-7.5;13.2;85.3;7968
RAG;197812;-;1;68;949.5;39.1;2.3;-12.9;16.5;74.1;3618
RAG;197901;-;10;71;953.1;57.1;-2.3;-17.3;13.0;77.5;2784
RAG;197902;-;0;74;950.3;38.3;3.2;-6.8;15.0;75.3;4512
RAG;197903;-;0;75;950.9;149.4;5.9;-2.8;18.9;68.5;5892
RAG;197904;-;0;66;952.8;102.2;7.0;-2.5;20.2;68.1;7794
RAG;197905;-;0;49;958.1;144.0;13.3;-1.5;29.2;57.6;15150
RAG;197906;-;0;64;959.0;194.7;16.5;6.0;27.7;71.1;10584
RAG;197907;-;0;63;960.7;45.2;17.2;8.4;30.0;66.7;10338
RAG;197908;-;0;60;957.0;168.0;15.8;6.4;28.8;73.5;10698
RAG;197909;-;0;49;961.1;140.0;13.8;0.3;24.9;77.0;10680
RAG;197910;-;0;61;955.0;73.9;11.7;2.2;26.2;73.1;6780
RAG;197911;-;0;68;957.8;153.0;3.4;-5.6;13.4;77.7;4062
RAG;197912;-;3;70;955.9;100.0;3.3;-5.3;14.7;76.1;2886
RAG;198001;-;24;73;957.2;63.9;-2.0;-15.7;11.5;79.4;2886
RAG;198002;-;0;54;962.2;72.5;3.7;-7.0;16.0;73.8;7110
RAG;198003;-;0;73;952.4;52.4;5.3;-3.5;19.0;73.0;5772
RAG;198004;-;0;73;958.1;70.8;5.9;-2.2;19.8;74.1;6456
RAG;198005;-;0;73;953.8;44.4;11.4;2.0;23.0;70.8;7200
RAG;198006;-;0;74;957.1;125.5;14.3;5.4;32.0;72.4;6504
RAG;198007;-;0;69;957.5;114.8;15.5;6.6;28.4;77.2;8562
RAG;198008;-;0;59;959.9;73.0;18.5;6.8;32.0;74.6;11796
RAG;198009;-;0;40;963.4;28.4;15.5;6.0;28.0;73.5;12528
RAG;198010;-;0;68;956.5;105.5;9.8;0.5;22.2;75.8;6552
RAG;198011;-;0;74;958.1;19.0;3.6;-5.0;17.0;80.3;3270
RAG;198012;-;17;65;962.3;75.0;-1.5;-12.5;8.0;82.6;4020
RAG;198101;-;59;65;963.1;133.5;-3.3;-15.0;7.5;81.7;3294
RAG;198102;-;49;49;960.4;42.3;-2.4;-12.5;9.0;73.8;7998
RAG;198103;-;6;69;954.3;66.3;7.8;-2.1;22.1;69.0;6714
RAG;198104;-;0;64;957.2;15.3;10.2;-2.2;24.8;66.6;9948
RAG;198105;-;0;70;954.9;92.0;13.0;1.2;30.0;68.6;9144
RAG;198106;-;0;64;960.1;63.4;16.3;4.8;30.0;68.4;10836
RAG;198107;-;0;70;960.6;219.7;16.5;7.3;29.5;73.5;9144
RAG;198108;-;0;51;961.2;71.1;17.9;7.5;28.2;70.6;12828
RAG;198109;-;0;74;959.7;142.9;15.1;6.0;27.3;77.5;6000
RAG;198110;-;0;66;956.7;111.3;9.9;-1.0;25.0;73.5;5376
RAG;198111;-;0;58;966.8;54.4;4.3;-6.7;18.7;73.5;5490
RAG;198112;-;17;85;948.0;114.7;0.8;-13.0;12.0;74.5;1872
RAG;198201;-;3;73;961.0;106.7;0.3;-9.5;13.0;78.5;3552
RAG;198202;-;5;58;961.8;9.2;0.8;-10.3;11.5;72.0;5694
RAG;198203;-;0;60;959.1;40.8;4.8;-3.5;19.5;63.8;7596
RAG;198204;-;0;58;958.4;25.7;7.7;-2.0;21.8;61.2;9774
RAG;198205;-;0;53;961.2;58.5;13.7;0.0;26.6;61.5;12132
RAG;198206;-;0;66;958.6;131.0;17.2;8.0;29.0;68.6;9660
RAG;198207;-;0;54;960.1;75.7;19.7;10.8;31.6;66.3;13380
RAG;198208;-;0;64;959.7;141.8;17.2;7.5;28.6;73.7;8724
RAG;198209;-;0;45;961.9;119.1;16.7;6.0;30.0;72.5;11262
RAG;198210;-;0;60;956.9;38.1;9.8;-1.5;20.0;74.5;7500
RAG;198211;-;0;55;960.1;43.0;6.5;-2.5;19.2;73.0;5418
RAG;198212;-;0;73;958.4;49.9;2.5;-5.3;16.1;74.2;3528
RAG;198301;-;2;61;969.8;114.3;2.5;-4.5;12.0;73.0;4890
RAG;198302;-;12;56;959.3;37.7;-1.8;-11.1;12.0;69.5;6078
RAG;198303;-;0;58;959.8;34.3;6.0;-2.0;17.2;67.1;7656
RAG;198304;-;0;71;953.4;59.2;10.4;0.0;22.8;61.1;7428
RAG;198305;-;0;74;954.2;171.6;11.3;0.0;25.4;66.8;6720
RAG;198306;-;0;59;961.3;89.1;17.2;5.5;29.6;65.6;11052
RAG;198307;-;0;34;960.6;15.5;22.2;10.0;35.0;57.4;15960
RAG;198308;-;0;58;960.2;92.2;18.1;9.2;30.0;68.5;9576
RAG;198309;-;0;51;961.1;149.1;14.7;6.4;28.6;71.1;9888
RAG;198310;-;0;48;965.2;45.9;10.2;-1.8;22.2;72.4;9894
RAG;198311;-;0;61;960.8;55.4;3.0;-9.5;20.7;75.9;5508
RAG;198312;-;4;56;960.8;66.6;1.2;-12.7;14.5;70.0;4644
RAG;198401;-;3;74;957.0;81.3;1.1;-8.0;14.0;68.7;3036
RAG;198402;-;15;63;960.8;91.9;-1.2;-13.4;9.0;71.6;5334
RAG;198403;-;1;46;956.2;46.3;3.1;-6.2;17.0;60.7;10278
RAG;198404;-;0;56;958.7;68.6;7.9;-1.5;23.0;58.2;9150
RAG;198405;-;0;74;950.5;73.3;11.2;1.7;22.0;63.3;6192
RAG;198406;-;0;56;959.3;116.9;15.5;6.0;27.3;63.5;11304
RAG;198407;-;0;50;961.7;80.7;17.9;6.7;35.1;63.6;12528
RAG;198408;-;0;56;960.3;115.9;17.4;10.1;29.5;64.3;9648
RAG;198409;-;0;66;956.1;272.4;12.9;2.0;27.0;71.1;7512
RAG;198410;-;0;45;961.8;52.3;10.8;0.0;23.8;59.4;8292
RAG;198411;-;0;58;954.9;38.6;7.7;-4.0;21.0;66.0;5280
RAG;198412;-;0;70;964.6;35.8;2.2;-7.8;17.1;83.6;4170
RAG;198501;-;12;71;954.0;46.7;-5.3;-21.0;12.5;81.2;2784
RAG;198502;-;7;61;961.7;47.5;-0.5;-14.5;11.5;82.0;4608
RAG;198503;-;1;66;956.1;24.8;4.2;-4.7;17.0;70.2;6384
RAG;198504;-;0;60;955.8;66.8;8.7;-1.5;21.2;68.1;8952
RAG;198505;-;0;64;953.7;55.1;13.5;-0.8;28.0;69.0;10428
RAG;198506;-;0;66;958.2;99.0;14.6;5.5;27.5;70.4;8316
RAG;198507;-;0;48;960.6;101.1;19.4;10.0;31.0;71.0;13620
RAG;198508;-;0;46;960.3;199.2;17.5;6.5;32.8;69.9;13884
RAG;198509;-;0;34;964.2;34.4;15.7;5.2;25.0;74.2;13128
RAG;198510;-;0;40;966.0;10.6;10.0;-4.0;26.5;82.2;9978
RAG;198511;-;5;73;956.6;67.7;1.4;-8.5;22.0;79.4;3276
RAG;198512;-;0;54;961.0;14.5;4.6;-4.0;19.0;70.1;4914
RAG;198601;-;13;73;954.5;151.9;0.6;-11.0;10.0;75.9;2970
RAG;198602;-;4;60;952.6;10.5;-4.1;-15.0;10.5;76.6;4632
RAG;198603;-;0;63;958.0;62.6;4.4;-6.0;18.5;74.3;7080
RAG;198604;-;0;75;952.2;128.3;7.5;-4.0;21.0;71.5;6630
RAG;198605;-;0;59;960.7;120.9;15.4;3.5;28.0;67.8;11028
RAG;198606;-;0;49;959.1;110.1;16.2;2.4;29.5;71.6;13992
RAG;198607;-;0;51;961.0;129.3;17.2;9.0;30.0;73.3;11934
RAG;198608;-;0;55;959.1;132.5;17.6;6.0;34.2;73.9;12750
RAG;198609;-;0;49;962.6;29.0;14.4;5.0;28.5;75.7;10290
RAG;198610;-;0;40;962.8;40.6;11.2;1.3;23.2;75.9;10422
RAG;198611;-;0;46;965.2;47.2;6.2;-5.0;20.0;73.1;6678
RAG;198612;-;18;66;962.9;106.1;0.9;-13.5;17.0;79.7;4194
RAG;198701;-;19;74;959.0;44.2;-5.3;-20.0;7.0;79.3;2376
RAG;198702;-;9;68;956.1;54.1;0.3;-20.0;12.0;79.6;4266
RAG;198703;-;3;64;958.5;66.4;1.3;-10.0;16.3;70.8;6894
RAG;198704;-;0;51;959.9;48.4;10.4;-3.1;24.0;62.1;11652
RAG;198705;-;0;70;957.1;91.7;10.2;0.0;24.0;70.5;8874
RAG;198706;-;0;68;959.3;175.0;14.5;4.0;30.0;69.8;8850
RAG;198707;-;0;59;959.2;234.3;18.3;8.0;29.6;73.2;10674
RAG;198708;-;0;54;959.7;87.6;17.3;7.0;29.2;70.9;10932
RAG;198709;-;0;49;961.5;66.5;17.0;2.0;28.0;68.2;10284
RAG;198710;-;0;55;958.7;23.4;11.9;2.0;24.0;71.3;6618
RAG;198711;-;0;66;958.9;52.8;5.3;-1.0;16.7;78.7;4500
RAG;198712;-;0;59;962.6;47.3;2.7;-8.0;14.0;75.7;4644
RAG;198801;-;0;58;956.0;37.8;5.2;-2.5;16.5;65.0;5328
RAG;198802;-;3;63;957.3;62.9;1.9;-5.0;11.5;72.6;5322
RAG;198803;-;11;79;956.0;201.8;2.7;-7.0;15.0;78.5;4032
RAG;198804;-;0;53;956.2;42.9;10.2;0.0;24.0;69.1;10518
RAG;198805;-;0;63;955.4;75.9;14.9;3.0;27.5;69.6;10680
RAG;198806;-;0;65;957.2;125.3;15.6;6.0;27.0;77.0;9882
RAG;198807;-;0;48;959.5;121.8;18.3;9.8;31.0;73.1;14316
RAG;198808;-;0;49;959.1;125.8;18.2;8.5;32.0;75.0;12126
RAG;198809;-;0;56;961.8;43.2;14.6;5.0;25.5;78.7;9822
RAG;198810;-;0;55;960.6;69.8;12.6;2.0;24.9;77.2;7806
RAG;198811;-;1;53;963.8;53.0;2.2;-8.8;16.2;85.6;6402
RAG;198812;-;1;71;965.9;173.6;1.2;-7.0;11.1;88.6;2982
RAG;198901;-;0;46;972.9;6.2;-0.7;-9.0;12.2;88.1;5274
RAG;198902;-;0;63;962.4;58.2;2.0;-8.8;11.0;86.0;4170
RAG;198903;-;0;50;959.0;45.9;8.8;-1.0;24.0;68.7;10668
RAG;198904;-;0;73;951.1;65.4;8.9;2.5;20.0;73.3;6108
RAG;198905;-;0;46;960.9;40.3;14.7;1.5;25.5;67.1;13242
RAG;198906;-;0;59;959.3;91.8;15.4;5.2;27.5;69.7;11412
RAG;198907;-;0;64;961.8;83.9;18.3;9.0;29.0;76.1;10056
RAG;198908;-;0;50;958.9;137.2;17.9;7.8;34.0;75.6;13248
RAG;198909;-;0;58;961.2;98.4;14.4;4.8;24.2;79.2;8544
RAG;198910;-;0;39;963.4;67.2;11.2;3.5;26.2;75.8;10932
RAG;198911;-;0;46;959.4;47.9;3.5;-8.0;20.5;83.2;7362
RAG;198912;-;0;59;958.6;33.7;1.6;-10.0;20.0;78.1;3948
RAG;199001;-;2;36;965.7;18.9;-0.2;-13.8;15.0;76.1;7158
RAG;199002;-;0;53;959.6;230.5;6.7;-1.0;20.0;66.7;7158
RAG;199003;-;0;53;968.5;34.1;7.4;-4.0;24.0;72.2;9708
RAG;199004;-;0;71;955.6;75.9;7.9;1.0;21.0;74.1;6870
RAG;199005;-;0;50;960.4;42.8;15.2;5.2;25.0;66.9;13662
RAG;199006;-;0;61;957.9;169.2;15.5;8.0;31.0;76.3;9306
RAG;199007;-;0;45;961.4;73.6;18.0;8.2;31.2;69.7;14658
RAG;199008;-;0;45;962.2;89.1;18.8;9.5;31.5;68.1;14340
RAG;199009;-;0;60;960.6;85.9;13.4;5.0;22.0;77.0;9408
RAG;199010;-;0;54;957.1;64.9;12.7;1.2;26.5;75.9;9306
RAG;199011;-;0;69;956.7;112.5;4.3;-4.0;17.0;82.9;5202
RAG;199012;-;12;61;960.0;40.4;-1.4;-13.0;10.0;78.9;4392
RAG;199101;-;0;53;965.8;34.1;0.6;-10.0;15.0;79.3;5754
RAG;199102;-;3;43;958.4;10.5;0.1;-14.0;15.5;71.5;8406
RAG;199103;-;0;65;955.8;60.4;8.7;-4.0;21.0;71.4;6174
RAG;199104;-;0;58;957.4;47.8;7.9;-3.0;19.0;68.0;10872
RAG;199105;-;0;70;959.9;123.5;9.6;2.0;24.5;73.5;8496
RAG;199106;-;0;64;958.1;215.3;14.9;3.0;28.2;73.4;10512
RAG;199107;-;0;43;959.6;132.6;19.7;10.0;32.0;71.2;15828
RAG;199108;-;0;36;962.2;26.0;19.5;9.5;31.0;68.5;15132
RAG;199109;-;0;50;959.8;181.2;16.9;5.0;27.0;68.6;10104
RAG;199110;-;0;48;959.5;23.5;9.1;-3.0;25.5;77.5;8262
RAG;199111;-;0;66;958.1;65.2;4.3;-2.0;20.0;78.7;4230
RAG;199112;-;1;60;969.7;175.8;-1.5;-11.0;10.0;82.1;3882
RAG;199201;-;2;44;970.4;14.6;-0.9;-11.0;13.0;74.0;6132
RAG;199202;-;7;53;967.4;99.4;1.7;-14.0;14.0;73.0;6732
RAG;199203;-;0;64;958.7;226.7;6.3;0.0;17.0;70.9;5892
RAG;199204;-;0;66;955.8;76.7;8.7;0.0;26.0;68.0;7584
RAG;199205;-;0;49;960.3;27.9;15.6;5.5;28.0;63.6;13578
RAG;199206;-;0;61;956.2;83.3;16.4;7.0;30.0;69.2;9156
RAG;199207;-;0;54;960.8;115.4;19.4;10.3;33.0;71.9;13206
RAG;199208;-;0;39;959.9;171.3;21.4;11.0;35.0;64.7;14496
RAG;199209;-;0;51;962.6;58.4;15.6;5.0;26.0;69.3;10974
RAG;199210;-;0;78;952.4;103.7;8.8;0.0;17.5;77.2;3696
RAG;199211;-;0;66;961.4;161.2;6.5;0.0;15.5;77.2;4356
RAG;199212;-;0;64;961.7;89.0;1.2;-9.0;15.0;79.0;3780
RAG;199301;-;1;54;968.3;69.0;3.2;-13.0;17.0;71.7;5772
RAG;199302;-;9;55;968.1;44.0;-1.1;-13.0;9.5;80.5;6774
RAG;199303;-;4;58;962.7;47.9;4.1;-8.0;20.5;69.3;8298
RAG;199304;-;0;59;954.5;119.4;11.3;2.0;26.0;62.0;9630
RAG;199305;-;0;59;956.2;76.1;15.8;5.2;30.0;64.9;13188
RAG;199306;-;0;60;959.2;110.2;17.1;7.0;31.0;67.0;11046
RAG;199307;-;0;59;961.0;243.6;16.8;8.0;30.0;70.2;10308
RAG;199308;-;0;49;961.4;179.9;17.9;6.0;30.5;70.1;12972
RAG;199309;-;0;60;956.0;119.9;14.1;5.0;28.0;69.8;8472
RAG;199310;-;0;65;956.9;173.3;9.5;-1.0;24.5;75.9;5496
RAG;199311;-;0;70;960.6;27.2;1.9;-8.2;16.5;82.8;4518
RAG;199312;-;4;71;955.9;120.5;2.9;-6.5;14.0;75.7;3822
RAG;199401;-;0;68;958.8;113.4;2.8;-7.0;16.0;73.1;4278
RAG;199402;-;6;65;956.4;50.6;3.0;-11.5;18.0;66.4;3978
RAG;199403;-;0;61;962.1;54.1;9.6;0.5;21.7;67.1;8244
RAG;199404;-;0;68;954.0;66.4;8.3;0.0;24.0;68.5;8154
RAG;199405;-;0;68;956.1;115.4;13.9;5.5;24.5;70.2;9078
RAG;199406;-;0;56;961.7;73.6;17.3;7.0;32.0;64.6;11430
RAG;199407;-;0;44;960.3;119.5;21.3;12.5;32.4;65.2;15924
RAG;199408;-;0;50;959.2;137.7;19.3;11.0;32.0;67.5;12708
RAG;199409;-;0;64;957.8;129.7;15.0;4.0;29.0;73.2;8532
RAG;199410;-;0;49;959.4;25.6;10.2;0.0;21.5;77.4;9354
RAG;199411;-;0;70;962.9;74.9;8.7;-2.5;22.0;81.1;4326
RAG;199412;-;0;66;964.1;72.0;2.8;-5.0;13.0;80.4;3594
RAG;199501;-;18;65;960.1;154.2;-0.1;-13.0;14.5;76.6;3606
RAG;199502;-;0;68;959.0;89.4;5.4;-1.0;16.0;75.6;5010
RAG;199503;-;4;60;957.6;97.3;3.9;-7.0;17.0;71.1;8256
RAG;199504;-;0;66;958.1;146.5;9.0;0.0;21.5;72.2;6792
RAG;199505;-;0;60;957.8;94.8;13.5;2.0;27.0;72.0;11436
RAG;199506;-;0;68;958.9;114.9;14.6;7.0;28.5;78.4;8820
RAG;199507;-;0;48;959.3;95.3;21.0;12.0;34.7;72.5;15702
RAG;199508;-;0;68;959.6;210.4;17.6;6.5;29.5;78.2;8886
RAG;199509;-;0;68;957.1;70.6;12.7;2.0;24.5;78.0;7884
RAG;199510;-;0;34;965.3;2.0;12.8;-1.0;23.7;78.9;12072
RAG;199511;-;2;59;960.4;68.1;5.2;-6.0;20.5;77.3;6036
RAG;199512;-;1;74;956.9;78.6;1.0;-10.5;15.5;80.5;3480
RAG;199601;-;0;66;955.8;5.5;1.5;-8.0;17.5;80.0;-
RAG;199602;-;1;69;954.7;31.9;0.4;-9.0;16.0;75.1;-
RAG;199603;-;0;60;956.3;75.4;3.7;-11.0;20.0;73.5;-
RAG;199604;-;0;63;957.5;49.4;10.0;-2.0;23.5;68.7;-
RAG;199605;-;0;65;955.2;159.9;13.5;4.0;28.5;75.0;-
RAG;199606;-;0;56;961.7;90.0;17.7;6.5;30.5;71.2;-
RAG;199607;-;0;54;960.7;160.6;17.4;8.0;32.0;74.6;-
RAG;199608;-;0;64;959.2;160.8;17.4;8.0;28.0;78.4;-
RAG;199609;-;0;60;957.5;75.2;11.7;3.3;23.5;75.6;-
RAG;199610;-;0;65;960.9;106.7;10.2;0.0;23.0;77.0;-
RAG;199611;-;1;69;955.1;141.0;5.8;-4.5;19.0;78.0;-
RAG;199612;-;2;78;954.6;20.9;0.2;-11.2;10.5;84.7;-
RAG;199701;-;0;76;962.1;4.1;-0.6;-9.0;16.0;87.6;-
RAG;199702;-;0;58;965.4;71.9;4.2;-6.0;18.0;71.3;-
RAG;199703;-;0;60;965.8;77.6;7.8;0.0;20.0;74.5;-
RAG;199704;-;0;59;960.5;121.5;7.8;-3.0;20.0;69.1;-
RAG;199705;-;0;53;958.2;51.4;14.2;3.5;29.5;64.0;-
RAG;199706;-;0;70;954.7;160.4;16.4;8.0;30.5;76.5;-
RAG;199707;-;0;63;960.7;186.7;17.1;9.0;27.0;76.1;-
RAG;199708;-;0;46;960.6;118.3;19.7;9.5;29.5;73.0;-
RAG;199709;-;0;36;963.8;29.4;15.7;5.0;27.0;77.3;-
RAG;199710;-;0;54;959.7;65.9;9.8;-4.5;26.0;79.7;-
RAG;199711;-;0;56;952.9;62.0;5.8;-3.5;24.0;80.6;-
RAG;199712;-;1;74;956.3;104.2;3.9;-4.0;15.0;77.5;-
RAG;199801;-;2;52;960.8;47.6;2.4;-11.0;16.3;72.3;-
RAG;199802;-;1;32;967.6;17.8;4.0;-10.1;20.5;73.2;-
RAG;199803;-;0;66;964.2;74.0;5.6;-5.1;21.7;72.8;-
RAG;199804;-;0;65;949.5;82.3;9.9;0.0;24.0;67.3;-
RAG;199805;-;0;51;957.6;40.0;15.2;4.5;29.0;66.0;-
RAG;199806;-;0;56;960.2;123.9;17.9;6.1;32.1;71.9;-
RAG;199807;-;0;59;958.1;111.8;19.0;9.0;34.2;74.8;-
RAG;199808;-;0;48;960.9;73.9;19.0;5.2;33.0;74.4;-
RAG;199809;-;0;64;956.5;143.3;14.4;4.5;28.2;79.6;-
RAG;199810;-;0;68;958.6;104.2;10.2;3.7;21.8;82.8;-
RAG;199811;-;0;65;960.5;52.9;2.2;-9.5;14.1;80.3;-
RAG;199812;-;4;65;963.9;37.7;1.4;-10.1;11.5;76.9;-
RAG;199901;-;2;52;959.6;72.4;2.9;-7.0;14.0;72.6;-
RAG;199902;-;32;75;958.9;204.9;-1.3;-14.1;8.8;86.0;-
RAG;199903;-;2;59;955.4;54.7;6.8;-2.6;19.0;71.6;-
RAG;199904;-;1;64;956.9;78.4;9.6;0.0;24.8;71.9;-
RAG;199905;-;0;60;958.5;139.7;16.2;7.8;30.5;72.4;-
RAG;199906;-;0;61;961.0;187.4;15.8;4.8;31.4;78.1;-
RAG;199907;-;0;56;959.5;48.2;19.2;10.1;32.2;75.6;-
RAG;199908;-;0;62;958.0;136.2;18.7;9.6;29.5;78.7;-
RAG;199909;-;0;51;957.2;146.4;17.9;9.7;27.6;73.7;-
RAG;199910;-;0;54;960.4;31.2;11.3;1.8;23.9;78.6;-
RAG;199911;-;7;62;963.0;87.8;2.2;-9.5;20.8;85.7;-
RAG;199912;-;4;71;957.3;92.9;1.6;-6.5;14.2;78.4;-
RAG;200001;-;8;57;966.7;37.6;-1.2;-16.3;10.8;83.1;-
RAG;200002;-;2;61;965.4;102.7;3.7;-6.0;15.9;79.2;-
RAG;200003;-;0;66;962.1;132.4;6.1;-0.5;17.9;78.4;-
RAG;200004;-;0;60;951.8;61.7;11.6;-1.5;25.5;64.1;-
RAG;200005;-;0;60;959.2;92.4;16.2;6.1;27.4;68.7;-
RAG;200006;-;0;46;962.8;48.6;18.9;8.5;31.5;68.1;-
RAG;200007;-;0;62;957.7;203.3;16.7;6.1;31.5;79.0;-
RAG;200008;-;0;44;961.8;164.5;19.9;11.2;33.1;75.4;-
RAG;200009;-;0;48;958.9;70.7;16.1;7.8;25.2;76.6;-
RAG;200010;-;0;68;958.8;57.4;11.6;2.8;21.8;82.0;-
RAG;200011;-;0;57;953.2;150.1;7.0;-1.1;20.2;75.7;-
RAG;200012;-;0;65;956.0;14.5;5.2;-6.5;20.0;76.5;-
RAG;200101;-;2;66;956.2;61.2;3.1;-6.1;16.0;73.6;-
RAG;200102;-;1;61;960.3;86.7;3.9;-5.2;17.0;74.0;-
RAG;200103;-;0;78;950.6;126.2;8.6;-1.0;22.1;77.5;-
RAG;200104;-;0;75;956.5;126.7;7.7;-0.6;23.6;77.3;-
RAG;200105;-;0;55;958.2;56.6;16.7;5.0;29.3;68.4;-
RAG;200106;-;0;56;960.5;200.1;15.7;5.4;30.7;75.5;-
RAG;200107;-;0;52;959.3;125.7;19.2;11.1;32.3;75.1;-
RAG;200108;-;0;45;960.9;153.0;20.1;10.2;34.1;76.5;-
RAG;200109;-;0;75;958.4;138.0;12.2;5.0;22.1;83.6;-
RAG;200110;-;0;35;963.0;43.9;14.6;5.5;27.5;74.9;-
RAG;200111;-;1;70;963.7;71.7;2.6;-4.2;12.5;86.0;-
RAG;200112;-;2;64;963.8;50.9;-1.3;-15.0;11.2;81.2;-
RAG;200201;-;1;44;968.4;20.5;-0.1;-12.0;15.9;76.6;-
RAG;200202;-;1;74;959.2;69.3;5.7;-4.5;20.0;75.3;-
RAG;200203;-;0;51;960.2;105.6;8.4;-3.2;21.2;70.0;-
RAG;200204;-;0;60;956.2;44.3;10.0;0.0;23.4;72.1;-
RAG;200205;-;0;59;956.6;142.2;14.7;5.0;29.6;70.9;-
RAG;200206;-;0;50;959.2;91.1;19.9;9.8;33.2;71.1;-
RAG;200207;-;0;56;958.4;118.0;19.0;9.6;29.5;72.7;-
RAG;200208;-;0;60;958.1;162.7;18.4;11.0;27.3;78.0;-
RAG;200209;-;0;61;960.3;112.1;13.9;1.2;25.0;79.0;-
RAG;200210;-;0;59;957.7;86.9;11.4;1.3;23.6;73.8;-
RAG;200211;-;0;78;953.9;259.0;7.6;0.0;16.9;83.2;-
RAG;200212;-;0;75;958.3;79.8;3.9;-5.0;15.0;80.9;-
RAG;200301;-;4;70;958.3;71.8;0.0;-11.3;13.7;80.7;-
RAG;200302;-;27;44;961.6;51.8;-2.5;-13.8;13.9;77.1;-
RAG;200303;-;0;36;964.3;24.9;8.2;-3.2;20.2;66.0;-
RAG;200304;-;0;54;957.4;30.2;10.5;-4.2;26.4;69.0;-
RAG;200305;-;0;63;960.5;59.3;16.0;4.2;31.0;76.0;-
RAG;200306;-;0;48;959.2;50.5;22.8;14.4;34.8;70.7;-
RAG;200307;-;0;50;959.9;101.6;20.1;11.0;35.1;75.7;-
RAG;200308;-;0;38;960.7;66.9;22.9;12.1;36.8;70.1;-
RAG;200309;-;0;43;962.7;20.9;15.6;6.1;29.0;74.4;-
RAG;200310;-;0;59;955.5;186.0;7.6;-5.0;23.8;77.3;-
RAG;200311;-;0;52;959.3;32.3;7.5;-4.2;19.9;76.4;-
RAG;200312;-;4;57;960.3;42.4;3.0;-11.2;20.0;73.4;-
RAG;200401;-;6;78;954.3;107.5;0.8;-7.0;10.4;80.3;-
RAG;200402;-;4;55;961.1;24.4;1.9;-6.2;17.0;77.2;-
RAG;200403;-;0;55;961.6;40.9;5.5;-6.5;22.7;72.7;-
RAG;200404;-;0;59;954.7;43.5;10.5;0.0;23.1;69.4;-
RAG;200405;-;0;60;956.5;61.3;12.7;3.4;27.0;72.0;-
RAG;200406;-;0;62;960.7;136.3;16.9;8.8;30.0;74.3;-
RAG;200407;-;0;55;960.1;75.3;19.0;10.0;30.5;71.4;-
RAG;200408;-;0;56;957.8;126.0;19.4;10.0;31.5;76.0;-
